FID,pointid,grid_code,reforest,recultivat,area,RASTERVALU,Longitude,Latitude,lu
84433,111293,130828,8,2,24300,0.243,1029560,4631680,0
104283,138908,130826,8,2,64800,0.648,918606,4514736,0
109898,146950,130732,8,2,17100,0.171,924256,4482262,0
114535,153703,130732,8,2,10800,0.108,931432,4456782,0
114752,154022,130821,8,2,115200,1.152,1060356,4455710,0
121288,164210,130227,8,2,57600,0.576,1097225,4420959,0
121378,164351,130227,8,2,239400,2.394,1098319,4420981,0
124654,169844,130306,8,2,46800,0.468,1196558,4401961,0
125425,171237,130306,8,2,77400,0.774,1198161,4397348,0
128437,176800,130731,8,2,43200,0.432,835684,4378409,0
128488,176912,130731,8,2,36900,0.369,835715,4378031,0
129009,177976,130705,8,2,34200,0.342,826394,4374837,0
133832,188495,130731,8,2,33300,0.333,849168,4337082,0
133894,188641,130727,8,2,86400,0.864,780039,4336526,0
135831,192938,130726,8,2,23400,0.234,835748,4316335,0
135853,192998,130726,8,2,38700,0.387,832624,4316009,0
136203,193774,130726,8,2,32400,0.324,834980,4312157,0
136220,193805,130726,8,2,51300,0.513,835205,4311944,0
136520,194483,130726,8,2,93600,0.936,802337,4308792,0
136679,194879,130726,8,2,54000,0.54,834844,4306711,0
138008,198298,130630,8,2,96300,0.963,821208,4286025,0
139764,202507,130630,8,2,86400,0.864,816230,4251531,0
143615,210151,130126,8,2,31500,0.315,756337,4191066,0
143842,210625,130126,8,2,100800,1.008,755871,4188420,0
144037,211061,130131,8,2,325800,3.258,744224,4186228,0
144468,211925,130126,8,2,64800,0.648,759290,4181408,0
162502,253728,130523,8,2,87300,0.873,794044,4040916,0
162943,254686,130523,8,2,39600,0.396,791260,4037997,0
166358,262789,130503,8,2,93600,0.936,773061,4016143,0
166689,263727,130503,8,2,20700,0.207,770558,4013390,0
167126,264869,130503,8,2,28800,0.288,764972,4010139,0
167318,265382,130503,8,2,53100,0.531,764443,4008778,0
82246,108056,130828,5,5,103500,1.035,1040063,4649468,0
82269,108092,130828,5,5,39600,0.396,1028992,4649087,0
82293,108123,130828,5,5,128700,1.287,1023844,4649132,0
82437,108328,130828,5,5,30600,0.306,1021309,4647611,0
82590,108563,130828,5,5,45900,0.459,1022539,4646402,0
82682,108698,130828,5,5,29700,0.297,1038097,4645636,0
82782,108856,130828,5,5,69300,0.693,1039244,4644984,0
83181,109474,130828,5,5,34200,0.342,1037845,4641708,0
83320,109691,130828,5,5,58500,0.585,1047475,4640654,0
83411,109827,130828,5,5,94500,0.945,1048347,4640051,0
83561,110056,130828,5,5,100800,1.008,1050360,4638712,0
83635,110168,130828,5,5,88200,0.882,1048064,4638047,0
83754,110349,130828,5,5,96300,0.963,1033792,4637151,0
83775,110375,130828,5,5,90900,0.909,1034467,4636885,0
83847,110473,130828,5,5,79200,0.792,1021876,4636256,0
83875,110513,130828,5,5,35100,0.351,1022370,4635987,0
83952,110616,130828,5,5,26100,0.261,1023194,4635382,0
83995,110674,130828,5,5,167400,1.674,1041987,4635144,0
84101,110816,130828,5,5,27900,0.279,1023856,4634324,0
84163,110914,130828,5,5,48600,0.486,1024655,4633808,0
84180,110935,130828,5,5,21600,0.216,1016062,4633611,0
84194,110956,130828,5,5,64800,0.648,1018034,4633493,0
84206,110970,130828,5,5,35100,0.351,1016339,4633472,0
84211,110975,130828,5,5,57600,0.576,1045215,4633429,0
84236,111010,130828,5,5,37800,0.378,1015832,4633249,0
84265,111055,130828,5,5,43200,0.432,1019361,4633020,0
84272,111065,130828,5,5,70200,0.702,1015423,4633083,0
84282,111083,130828,5,5,153000,1.53,1043867,4632979,0
84304,111109,130828,5,5,72000,0.72,1042348,4632832,0
84330,111154,130828,5,5,68400,0.684,1047292,4632502,0
84374,111216,130828,5,5,19800,0.198,1054461,4632123,0
84405,111253,130828,5,5,61200,0.612,1042147,4632022,0
84409,111258,130828,5,5,32400,0.324,1020629,4631919,0
84461,111342,130828,5,5,147600,1.476,1039992,4631520,0
84510,111410,130828,5,5,63000,0.63,1054054,4631115,0
84573,111510,130828,5,5,52200,0.522,1042133,4630615,0
84584,111524,130828,5,5,59400,0.594,1025872,4630552,0
84654,111639,130828,5,5,37800,0.378,1038056,4629788,0
84743,111752,130828,5,5,98100,0.981,1040035,4629340,0
84763,111777,130828,5,5,54000,0.54,1050775,4629221,0
84857,111900,130828,5,5,61200,0.612,1043010,4628510,0
84884,111943,130828,5,5,47700,0.477,1036311,4628295,0
84939,112021,130828,5,5,79200,0.792,1027407,4628019,0
85090,112248,130828,5,5,20700,0.207,1022012,4626832,0
85105,112267,130828,5,5,60300,0.603,1034193,4626829,0
85109,112272,130828,5,5,51300,0.513,1024572,4626766,0
85127,112295,130828,5,5,91800,0.918,1028867,4626672,0
85230,112438,130828,5,5,41400,0.414,1024115,4625883,0
85235,112444,130828,5,5,41400,0.414,1023569,4625801,0
85250,112465,130828,5,5,43200,0.432,1020558,4625730,0
85263,112484,130828,5,5,34200,0.342,1021157,4625571,0
85268,112491,130828,5,5,81900,0.819,1040482,4625650,0
85513,112826,130828,5,5,54900,0.549,1027479,4623880,0
85592,112935,130828,5,5,117900,1.179,1042436,4623525,0
85667,113041,130828,5,5,63900,0.639,1033446,4622993,0
85668,113042,130828,5,5,85500,0.855,1037943,4622852,0
85683,113064,130828,5,5,23400,0.234,1044493,4622771,0
85984,113496,130828,5,5,45000,0.45,1015270,4620581,0
86276,113893,130828,5,5,83700,0.837,1050412,4618924,0
86311,113935,130828,5,5,36900,0.369,1019730,4618609,0
86434,114114,130828,5,5,201600,2.016,1039339,4618042,0
86693,114492,130828,5,5,18900,0.189,1036391,4615827,0
86831,114680,130828,5,5,38700,0.387,1036074,4614987,0
86851,114704,130828,5,5,22500,0.225,1030177,4614812,0
86878,114743,130828,5,5,53100,0.531,1020755,4614656,0
86892,114767,130828,5,5,132300,1.323,1057159,4614776,0
86986,114882,130828,5,5,62100,0.621,1030659,4614109,0
87000,114900,130828,5,5,31500,0.315,1019915,4614015,0
87035,114956,130828,5,5,27900,0.279,1035611,4613625,0
87042,114967,130828,5,5,89100,0.891,1059247,4613764,0
87121,115073,130828,5,5,178200,1.782,1024200,4613215,0
87165,115133,130828,5,5,19800,0.198,1053188,4612817,0
87223,115218,130828,5,5,73800,0.738,1018257,4612509,0
87229,115227,130828,5,5,28800,0.288,1041061,4612394,0
87236,115236,130828,5,5,34200,0.342,1020112,4612495,0
87371,115422,130828,5,5,56700,0.567,1019084,4611581,0
87372,115423,130828,5,5,27000,0.27,1040542,4611667,0
87373,115429,130828,5,5,141300,1.413,1030972,4611608,0
87409,115485,130828,5,5,58500,0.585,1042303,4611278,0
87414,115492,130828,5,5,45000,0.45,1047073,4611282,0
87489,115598,130828,5,5,24300,0.243,1047719,4610742,0
87502,115613,130828,5,5,45000,0.45,1041241,4610625,0
87515,115630,130828,5,5,126900,1.269,1019489,4610839,0
87600,115743,130828,5,5,85500,0.855,1034129,4610221,0
87618,115770,130828,5,5,46800,0.468,1062995,4609953,0
87659,115828,130828,5,5,72900,0.729,1056398,4609692,0
87719,115907,130828,5,5,117000,1.17,1047724,4609428,0
87742,115935,130828,5,5,75600,0.756,1042816,4609103,0
87749,115947,130828,5,5,90000,0.9,1051996,4609254,0
87762,115967,130828,5,5,76500,0.765,1005170,4609056,0
87763,115968,130828,5,5,90000,0.9,1039374,4608968,0
87805,116017,130828,5,5,52200,0.522,1047762,4608737,0
87924,116180,130828,5,5,80100,0.801,1021026,4608093,0
87925,116181,130828,5,5,58500,0.585,1051724,4608007,0
87944,116203,130828,5,5,28800,0.288,1041110,4607821,0
87961,116226,130828,5,5,47700,0.477,1048949,4607722,0
87963,116229,130828,5,5,24300,0.243,1033994,4607638,0
87986,116264,130828,5,5,25200,0.252,1042222,4607492,0
88091,116415,130828,5,5,48600,0.486,1042130,4606855,0
88212,116588,130828,5,5,43200,0.432,1064003,4605984,0
88268,116669,130828,5,5,60300,0.603,1062925,4605658,0
88286,116694,130828,5,5,71100,0.711,1047704,4605768,0
88295,116710,130828,5,5,48600,0.486,1061574,4605415,0
88336,116770,130828,5,5,158400,1.584,1042516,4605454,0
88356,116800,130828,5,5,76500,0.765,1023111,4605214,0
88391,116854,130828,5,5,126900,1.269,1075623,4604934,0
88394,116858,130828,5,5,47700,0.477,1023536,4604878,0
88399,116866,130828,5,5,102600,1.026,1067594,4604809,0
88413,116885,130828,5,5,63900,0.639,1036154,4604805,0
88446,116938,130828,5,5,37800,0.378,1025060,4604497,0
88473,116970,130828,5,5,116100,1.161,1066863,4604419,0
88528,117049,130828,5,5,29700,0.297,1035656,4604000,0
88538,117064,130828,5,5,41400,0.414,1036129,4603879,0
88546,117075,130828,5,5,70200,0.702,1077999,4603933,0
88577,117116,130828,5,5,94500,0.945,1048632,4603902,0
88629,117193,130828,5,5,104400,1.044,1030723,4603357,0
88641,117213,130828,5,5,97200,0.972,1061735,4603340,0
88653,117229,130828,5,5,57600,0.576,1044186,4603205,0
88727,117331,130828,5,5,83700,0.837,1013573,4602764,0
88746,117355,130828,5,5,76500,0.765,1035801,4602685,0
88750,117362,130828,5,5,35100,0.351,1030176,4602521,0
88762,117383,130828,5,5,91800,0.918,1048152,4602533,0
88774,117401,130828,5,5,121500,1.215,1040689,4602569,0
88886,117560,130828,5,5,88200,0.882,1060832,4601729,0
88902,117580,130828,5,5,44100,0.441,1054585,4601647,0
88914,117595,130828,5,5,73800,0.738,1045807,4601570,0
89000,117728,130828,5,5,18900,0.189,1011691,4600947,0
89018,117755,130828,5,5,127800,1.278,1060466,4600944,0
89019,117756,130828,5,5,223200,2.232,1078152,4601046,0
89071,117828,130828,5,5,53100,0.531,1061562,4600596,0
89082,117847,130828,5,5,71100,0.711,1076454,4600581,0
89104,117880,130828,5,5,116100,1.161,1045968,4600604,0
89114,117893,130828,5,5,226800,2.268,1059835,4600464,0
89192,117991,130828,5,5,81900,0.819,1076868,4600010,0
89217,118030,130828,5,5,43200,0.432,1033996,4599857,0
89249,118074,130828,5,5,116100,1.161,1075280,4599665,0
89283,118116,130828,5,5,73800,0.738,1058545,4599523,0
89292,118132,130828,5,5,21600,0.216,1019101,4599379,0
89293,118133,130828,5,5,97200,0.972,1057349,4599569,0
89353,118231,130828,5,5,60300,0.603,1029617,4599204,0
89369,118252,130828,5,5,162900,1.629,1078362,4599009,0
89370,118252,130828,5,5,162900,1.629,1078362,4599009,0
89420,118328,130828,5,5,24300,0.243,1019011,4598678,0
89424,118334,130828,5,5,103500,1.035,1050324,4598700,0
89459,118388,130828,5,5,172800,1.728,1046820,4598650,0
89468,118399,130828,5,5,38700,0.387,1059244,4598408,0
89528,118477,130828,5,5,429300,4.293,1030778,4598592,0
89534,118483,130828,5,5,72000,0.72,1029943,4598120,0
89602,118588,130828,5,5,91800,0.918,1069925,4597667,0
89603,118589,130828,5,5,86400,0.864,1073015,4597638,0
89621,118616,130828,5,5,57600,0.576,1081145,4597385,0
89667,118681,130828,5,5,82800,0.828,1049118,4597182,0
89673,118688,130828,5,5,49500,0.495,1027116,4597232,0
89691,118712,130828,5,5,60300,0.603,1020378,4597035,0
89692,118713,130828,5,5,76500,0.765,1031078,4597237,0
89752,118787,130828,5,5,72000,0.72,1081354,4596700,0
89764,118799,130828,5,5,48600,0.486,1059185,4596698,0
89771,118806,130828,5,5,213300,2.133,1020641,4596685,0
89801,118849,130828,5,5,84600,0.846,1012803,4596538,0
89816,118872,130828,5,5,195300,1.953,1022079,4596397,0
89913,119014,130828,5,5,35100,0.351,1028819,4595683,0
89914,119015,130828,5,5,117900,1.179,1031231,4595881,0
89925,119030,130828,5,5,35100,0.351,1058587,4595635,0
89982,119111,130828,5,5,166500,1.665,1069402,4595377,0
90024,119164,130828,5,5,42300,0.423,1035295,4595182,0
90036,119180,130828,5,5,51300,0.513,1067145,4595059,0
90050,119203,130828,5,5,101700,1.017,1049559,4595017,0
90067,119230,130828,5,5,32400,0.324,1002850,4594886,0
90111,119292,130828,5,5,35100,0.351,1025197,4594592,0
90136,119327,130828,5,5,94500,0.945,1031774,4594528,0
90142,119333,130828,5,5,61200,0.612,1034782,4594556,0
90164,119361,130828,5,5,61200,0.612,1043201,4594388,0
90167,119366,130828,5,5,36900,0.369,1002509,4594251,0
90174,119378,130828,5,5,35100,0.351,999961,4594208,0
90201,119415,130828,5,5,47700,0.477,1059044,4594084,0
90238,119471,130828,5,5,49500,0.495,1067186,4593857,0
90246,119479,130828,5,5,49500,0.495,1002237,4593824,0
90247,119480,130828,5,5,51300,0.513,1043503,4593824,0
90288,119539,130828,5,5,86400,0.864,1060335,4593670,0
90310,119565,130828,5,5,253800,2.538,1028816,4593478,0
90378,119656,130828,5,5,90000,0.9,1034065,4593199,0
90384,119663,130828,5,5,54900,0.549,1063147,4593043,0
90413,119704,130828,5,5,130500,1.305,1061321,4592987,0
90414,119705,130828,5,5,106200,1.062,1069830,4593148,0
90469,119788,130828,5,5,147600,1.476,1068816,4592710,0
90477,119801,130828,5,5,91800,0.918,1039883,4592570,0
90656,120027,130828,5,5,72000,0.72,1030120,4591526,0
90657,120028,130828,5,5,55800,0.558,1052529,4591688,0
90663,120036,130828,5,5,50400,0.504,1071800,4591528,0
90669,120044,130828,5,5,55800,0.558,1059946,4591517,0
90675,120050,130828,5,5,54000,0.54,1042126,4591453,0
90733,120125,130828,5,5,31500,0.315,1070951,4591074,0
90744,120139,130828,5,5,141300,1.413,1081311,4591103,0
90764,120168,130828,5,5,76500,0.765,1053776,4591068,0
90796,120207,130828,5,5,102600,1.026,1060203,4590982,0
90828,120248,130828,5,5,90000,0.9,989717,4590814,0
90841,120266,130828,5,5,48600,0.486,1031803,4590629,0
90907,120359,130828,5,5,51300,0.513,1018609,4590338,0
90927,120389,130828,5,5,72900,0.729,997137,4590289,0
90956,120427,130828,5,5,49500,0.495,1052182,4589997,0
91049,120562,130828,5,5,66600,0.666,1048956,4589390,0
91083,120615,130828,5,5,79200,0.792,1037676,4589242,0
91104,120646,130828,5,5,45000,0.45,1026131,4589128,0
91116,120659,130828,5,5,95400,0.954,1000832,4589130,0
91132,120684,130828,5,5,51300,0.513,1063646,4589036,0
91206,120794,130828,5,5,72000,0.72,1065348,4588560,0
91287,120902,130828,5,5,83700,0.837,1035047,4588092,0
91295,120912,130828,5,5,27000,0.27,1026038,4587966,0
91332,120959,130828,5,5,164700,1.647,1064471,4587967,0
91343,120973,130828,5,5,58500,0.585,1071696,4587875,0
91387,121042,130828,5,5,36900,0.369,1035170,4587461,0
91507,121201,130828,5,5,158400,1.584,1077098,4587239,0
91517,121215,130828,5,5,47700,0.477,986376,4586854,0
91532,121234,130828,5,5,54900,0.549,1062109,4586749,0
91553,121259,130828,5,5,48600,0.486,1002382,4586683,0
91554,121260,130828,5,5,123300,1.233,1051552,4586761,0
91558,121270,130828,5,5,45000,0.45,1032998,4586606,0
91564,121276,130828,5,5,43200,0.432,1067061,4586622,0
91592,121311,130828,5,5,130500,1.305,1059609,4586625,0
91599,121320,130828,5,5,48600,0.486,1065873,4586477,0
91600,121323,130828,5,5,87300,0.873,1058230,4586450,0
91606,121330,130828,5,5,77400,0.774,1076469,4586486,0
91611,121335,130828,5,5,247500,2.475,1023096,4586748,0
91632,121363,130828,5,5,48600,0.486,1072220,4586284,0
91646,121382,130828,5,5,95400,0.954,1076877,4586296,0
91683,121432,130828,5,5,35100,0.351,1059531,4585991,0
91691,121442,130828,5,5,72000,0.72,1065110,4586138,0
91795,121578,130828,5,5,146700,1.467,1064346,4585555,0
91796,121579,130828,5,5,68400,0.684,1071374,4585432,0
91974,121827,130828,5,5,65700,0.657,1065161,4584261,0
92014,121876,130828,5,5,22500,0.225,1071392,4583993,0
92051,121930,130828,5,5,27000,0.27,1026386,4583715,0
92052,121931,130828,5,5,102600,1.026,1081160,4583879,0
92085,121975,130828,5,5,36000,0.36,990923,4583512,0
92100,121995,130828,5,5,93600,0.936,1086042,4583517,0
92110,122007,130828,5,5,96300,0.963,997030,4583463,0
92138,122041,130828,5,5,29700,0.297,983857,4583252,0
92139,122042,130828,5,5,72900,0.729,986814,4583226,0
92148,122054,130828,5,5,58500,0.585,1078014,4583177,0
92199,122120,130828,5,5,61200,0.612,984684,4582867,0
92206,122135,130828,5,5,48600,0.486,999679,4582819,0
92207,122136,130828,5,5,39600,0.396,1061804,4582830,0
92210,122142,130828,5,5,198000,1.98,1067255,4582952,0
92257,122204,130828,5,5,44100,0.441,1059131,4582503,0
92261,122211,130828,5,5,63900,0.639,1044927,4582531,0
92282,122237,130828,5,5,79200,0.792,1015029,4582434,0
92289,122251,130828,5,5,52200,0.522,1067992,4582304,0
92418,122434,130828,5,5,183600,1.836,1085549,4581790,0
92429,122447,130828,5,5,183600,1.836,1080424,4581934,0
92438,122461,130828,5,5,84600,0.846,1056899,4581635,0
92457,122488,130828,5,5,51300,0.513,1009983,4581407,0
92467,122504,130828,5,5,54900,0.549,1086599,4581399,0
92472,122511,130828,5,5,112500,1.125,1044765,4581817,0
92498,122543,130828,5,5,114300,1.143,1009005,4581233,0
92505,122551,130828,5,5,57600,0.576,1019556,4581205,0
92512,122562,130828,5,5,59400,0.594,1051965,4581215,0
92542,122601,130828,5,5,52200,0.522,1059306,4580967,0
92564,122630,130828,5,5,54900,0.549,1020274,4580886,0
92585,122660,130828,5,5,52200,0.522,1045512,4580648,0
92608,122691,130828,5,5,198900,1.989,1062914,4580752,0
92633,122730,130828,5,5,73800,0.738,994770,4580485,0
92648,122749,130828,5,5,45900,0.459,1039866,4580399,0
92668,122774,130828,5,5,138600,1.386,1042683,4580440,0
92719,122848,130828,5,5,30600,0.306,1060293,4579999,0
92744,122880,130828,5,5,65700,0.657,1085545,4579896,0
92753,122891,130828,5,5,76500,0.765,1039614,4579946,0
92758,122897,130828,5,5,45900,0.459,1070493,4579919,0
92770,122910,130828,5,5,131400,1.314,1000862,4579766,0
92809,122964,130828,5,5,45000,0.45,1038888,4579585,0
92822,122983,130828,5,5,105300,1.053,996760,4579582,0
92823,122984,130828,5,5,76500,0.765,1061214,4579459,0
92874,123055,130828,5,5,29700,0.297,1046711,4579141,0
92891,123075,130828,5,5,27900,0.279,1027439,4579014,0
92908,123101,130828,5,5,61200,0.612,1004700,4578980,0
92938,123138,130828,5,5,48600,0.486,1078150,4578759,0
92950,123154,130828,5,5,70200,0.702,1060287,4578757,0
92977,123191,130828,5,5,96300,0.963,991030,4578554,0
92978,123192,130828,5,5,51300,0.513,1037929,4578524,0
92988,123205,130828,5,5,67500,0.675,1019581,4578514,0
93018,123248,130828,5,5,69300,0.693,1071983,4578363,0
93035,123272,130828,5,5,54000,0.54,1037494,4578208,0
93045,123286,130828,5,5,58500,0.585,1001835,4578182,0
93114,123384,130828,5,5,42300,0.423,1057573,4577757,0
93120,123392,130828,5,5,46800,0.468,1085598,4577756,0
93127,123401,130828,5,5,62100,0.621,1006166,4577724,0
93169,123459,130828,5,5,77400,0.774,1001624,4577624,0
93170,123460,130828,5,5,82800,0.828,1044136,4577600,0
93185,123479,130828,5,5,134100,1.341,1010528,4577461,0
93204,123507,130828,5,5,67500,0.675,994347,4577283,0
93225,123533,130828,5,5,30600,0.306,1017245,4577222,0
93247,123560,130828,5,5,44100,0.441,1001739,4577062,0
93274,123591,130828,5,5,135000,1.35,1010559,4577027,0
93318,123648,130828,5,5,110700,1.107,1045324,4577014,0
93338,123672,130828,5,5,31500,0.315,1001603,4576592,0
93346,123682,130828,5,5,47700,0.477,1047580,4576526,0
93356,123697,130828,5,5,155700,1.557,1079523,4576571,0
93389,123734,130828,5,5,115200,1.152,972524,4576339,0
93395,123742,130828,5,5,297000,2.97,1051278,4576580,0
93441,123804,130828,5,5,127800,1.278,1056183,4576130,0
93459,123829,130828,5,5,37800,0.378,1082592,4575945,0
93486,123869,130828,5,5,53100,0.531,1066298,4575820,0
93513,123905,130828,5,5,63000,0.63,1083770,4575732,0
93520,123914,130828,5,5,54900,0.549,995478,4575738,0
93525,123921,130828,5,5,74700,0.747,1017581,4575666,0
93536,123937,130828,5,5,105300,1.053,1071209,4575628,0
93562,123971,130828,5,5,30600,0.306,1066477,4575407,0
93587,124001,130828,5,5,39600,0.396,1042264,4575324,0
93631,124061,130828,5,5,33300,0.333,1017596,4575055,0
93679,124129,130828,5,5,42300,0.423,991060,4574887,0
93757,124231,130828,5,5,113400,1.134,1043253,4574417,0
93771,124250,130828,5,5,87300,0.873,990579,4574358,0
93832,124339,130828,5,5,60300,0.603,996001,4573874,0
93833,124340,130828,5,5,55800,0.558,1071826,4573932,0
93956,124520,130828,5,5,45000,0.45,981318,4573108,0
94013,124598,130826,5,5,84600,0.846,938999,4572822,0
94028,124615,130723,5,5,432000,4.32,786962,4572997,0
94038,124627,130828,5,5,27900,0.279,1050331,4572581,0
94061,124657,130828,5,5,43200,0.432,1064078,4572534,0
94066,124663,130828,5,5,65700,0.657,1016608,4572476,0
94093,124704,130828,5,5,78300,0.783,1018042,4572487,0
94137,124771,130828,5,5,71100,0.711,1068820,4572008,0
94141,124778,130828,5,5,72000,0.72,1044095,4571993,0
94142,124779,130828,5,5,35100,0.351,1050565,4571975,0
94165,124815,130828,5,5,32400,0.324,1060075,4571845,0
94168,124819,130828,5,5,74700,0.747,1026592,4571785,0
94190,124847,130828,5,5,40500,0.405,970880,4571702,0
94270,124953,130828,5,5,44100,0.441,1006584,4571234,0
94304,124998,130828,5,5,91800,0.918,974370,4571073,0
94350,125064,130828,5,5,38700,0.387,1051979,4570831,0
94356,125073,130828,5,5,63000,0.63,1059355,4570758,0
94387,125114,130828,5,5,47700,0.477,1005896,4570547,0
94396,125124,130828,5,5,62100,0.621,1041417,4570528,0
94405,125133,130828,5,5,45000,0.45,1038174,4570412,0
94422,125160,130828,5,5,26100,0.261,1065705,4570331,0
94430,125169,130828,5,5,70200,0.702,1067723,4570438,0
94431,125170,130828,5,5,51300,0.513,1072534,4570343,0
94444,125189,130828,5,5,25200,0.252,1070142,4570228,0
94471,125236,130828,5,5,42300,0.423,1037687,4570030,0
94602,125417,130723,5,5,113400,1.134,787527,4569377,0
94653,125488,130828,5,5,37800,0.378,1053314,4569089,0
94662,125500,130828,5,5,58500,0.585,970074,4568982,0
94671,125516,130828,5,5,45900,0.459,1034967,4569019,0
94693,125544,130828,5,5,47700,0.477,995443,4568868,0
94702,125556,130723,5,5,200700,2.007,786923,4568923,0
94737,125600,130828,5,5,22500,0.225,1064081,4568612,0
94785,125669,130828,5,5,55800,0.558,1033758,4568453,0
94816,125714,130723,5,5,182700,1.827,790148,4568428,0
94829,125735,130828,5,5,38700,0.387,1054000,4568185,0
94834,125743,130826,5,5,180000,1.8,920222,4568192,0
94904,125838,130828,5,5,34200,0.342,995987,4567753,0
94925,125868,130828,5,5,41400,0.414,1051473,4567563,0
94971,125932,130828,5,5,25200,0.252,1050347,4567359,0
94986,125950,130828,5,5,25200,0.252,1054360,4567262,0
95005,125975,130828,5,5,34200,0.342,1042508,4567125,0
95033,126012,130826,5,5,145800,1.458,919141,4567131,0
95093,126088,130828,5,5,54000,0.54,1070669,4566696,0
95111,126115,130828,5,5,40500,0.405,996432,4566629,0
95128,126144,130828,5,5,43200,0.432,1026160,4566510,0
95149,126169,130828,5,5,46800,0.468,1025149,4566341,0
95162,126189,130828,5,5,37800,0.378,1039568,4566247,0
95175,126207,130828,5,5,47700,0.477,1026369,4566331,0
95299,126368,130826,5,5,75600,0.756,921357,4565609,0
95308,126376,130828,5,5,81900,0.819,968305,4565552,0
95309,126377,130828,5,5,70200,0.702,1065437,4565579,0
95354,126436,130825,5,5,38700,0.387,1001428,4565309,0
95461,126590,130825,5,5,53100,0.531,1003612,4564766,0
95481,126614,130828,5,5,127800,1.278,996992,4564774,0
95482,126615,130828,5,5,69300,0.693,1047290,4564644,0
95505,126642,130828,5,5,114300,1.143,1057176,4564642,0
95522,126666,130825,5,5,100800,1.008,1004364,4564423,0
95529,126676,130828,5,5,79200,0.792,1046726,4564338,0
95538,126688,130828,5,5,44100,0.441,1066096,4564298,0
95547,126699,130825,5,5,36000,0.36,1022570,4564270,0
95582,126746,130828,5,5,48600,0.486,970295,4564111,0
95583,126747,130828,5,5,23400,0.234,1047624,4564091,0
95612,126784,130828,5,5,90900,0.909,1046104,4564088,0
95650,126836,130825,5,5,36000,0.36,1007274,4563765,0
95654,126840,130828,5,5,27000,0.27,1044099,4563785,0
95668,126856,130828,5,5,173700,1.737,1071213,4563815,0
95685,126881,130825,5,5,135000,1.35,1008080,4563713,0
95714,126923,130828,5,5,52200,0.522,1054038,4563541,0
95735,126949,130828,5,5,166500,1.665,1057749,4563359,0
95773,127000,130825,5,5,93600,0.936,1023373,4563406,0
95810,127055,130828,5,5,66600,0.666,1056216,4562971,0
95839,127098,130826,5,5,66600,0.666,916291,4562795,0
95862,127129,130828,5,5,79200,0.792,1061048,4562613,0
95870,127138,130828,5,5,109800,1.098,1059409,4562707,0
95879,127148,130828,5,5,97200,0.972,1054088,4562666,0
95905,127191,130828,5,5,113400,1.134,979105,4562572,0
95920,127215,130826,5,5,91800,0.918,915762,4562392,0
96026,127353,130828,5,5,53100,0.531,1064909,4561801,0
96030,127357,130828,5,5,62100,0.621,1054030,4561772,0
96046,127375,130828,5,5,31500,0.315,979502,4561703,0
96107,127454,130826,5,5,48600,0.486,915611,4561414,0
96111,127460,130828,5,5,104400,1.044,1051227,4561437,0
96117,127470,130825,5,5,35100,0.351,1031815,4561365,0
96118,127470,130825,5,5,35100,0.351,1031815,4561365,0
96186,127558,130825,5,5,63000,0.63,1008919,4560973,0
96242,127630,130825,5,5,127800,1.278,1010297,4560817,0
96296,127705,130828,5,5,51300,0.513,1037161,4560458,0
96347,127773,130825,5,5,61200,0.612,1012697,4560249,0
96360,127794,130828,5,5,75600,0.756,1055013,4560189,0
96383,127828,130828,5,5,51300,0.513,1039404,4559970,0
96425,127887,130826,5,5,113400,1.134,935695,4559882,0
96449,127923,130825,5,5,25200,0.252,1032558,4559581,0
96454,127931,130826,5,5,43200,0.432,919713,4559600,0
96463,127940,130825,5,5,28800,0.288,1032241,4559591,0
96470,127950,130826,5,5,224100,2.241,933314,4559755,0
96533,128025,130825,5,5,63000,0.63,1000423,4559142,0
96539,128035,130828,5,5,23400,0.234,1039380,4559104,0
96614,128138,130825,5,5,25200,0.252,1032192,4558696,0
96653,128182,130825,5,5,51300,0.513,1019199,4558544,0
96654,128183,130828,5,5,32400,0.324,1039590,4558642,0
96657,128186,130825,5,5,36000,0.36,1015631,4558546,0
96717,128272,130825,5,5,99900,0.999,1021645,4558101,0
96738,128302,130825,5,5,45000,0.45,1023503,4558015,0
96807,128388,130825,5,5,35100,0.351,1020939,4557588,0
96847,128439,130825,5,5,50400,0.504,972060,4557424,0
96867,128469,130828,5,5,139500,1.395,986562,4557470,0
96868,128470,130825,5,5,90000,0.9,1002968,4557367,0
96869,128471,130825,5,5,57600,0.576,1055702,4557254,0
96910,128525,130825,5,5,44100,0.441,1061749,4557094,0
96964,128603,130825,5,5,190800,1.908,1053797,4556875,0
96978,128622,130825,5,5,50400,0.504,1058321,4556699,0
97066,128752,130825,5,5,40500,0.405,1004624,4556081,0
97107,128802,130825,5,5,141300,1.413,1061036,4556069,0
97142,128845,130825,5,5,62100,0.621,1064917,4555767,0
97150,128856,130724,5,5,27900,0.279,882702,4555684,0
97194,128909,130825,5,5,92700,0.927,1064232,4555463,0
97223,128948,130825,5,5,85500,0.855,1004238,4555339,0
97254,128990,130825,5,5,54000,0.54,1024334,4555167,0
97293,129046,130825,5,5,143100,1.431,1059925,4555028,0
97308,129066,130825,5,5,74700,0.747,1054168,4554844,0
97346,129116,130825,5,5,99000,0.99,1062333,4554659,0
97384,129162,130825,5,5,51300,0.513,994276,4554331,0
