FID,pointid,grid_code,reforest,recultivat,area,RASTERVALU,Longitude,Latitude,lu
142358,207736,130624,2,8,61200,0.612,798450,4206870,0
142359,207737,130627,2,8,131400,1.314,833999,4206942,0
142364,207743,130636,2,8,147600,1.476,861119,4206947,0
142365,207744,131025,2,8,60300,0.603,989658,4206851,0
142374,207762,130627,2,8,346500,3.465,844732,4206966,0
142376,207768,130922,2,8,259200,2.592,1021462,4206898,0
142383,207785,131025,2,8,118800,1.188,993670,4206717,0
142387,207792,130636,2,8,58500,0.585,868617,4206596,0
142388,207793,131025,2,8,390600,3.906,992213,4206810,0
142390,207798,130922,2,8,225900,2.259,1006334,4206652,0
142396,207816,130922,2,8,18000,0.18,1019089,4206336,0
142405,207833,130922,2,8,23400,0.234,1020043,4206221,0
142412,207844,130624,2,8,68400,0.684,778243,4206244,0
142415,207851,130634,2,8,91800,0.918,826896,4206170,0
142416,207854,130627,2,8,100800,1.008,834651,4206096,0
142417,207855,130636,2,8,45900,0.459,868952,4206026,0
142434,207888,130636,2,8,268200,2.682,863528,4206010,0
142436,207896,131025,2,8,204300,2.043,993602,4205987,0
142440,207905,130624,2,8,30600,0.306,777566,4205698,0
142443,207912,131025,2,8,47700,0.477,992856,4205666,0
142446,207919,130624,2,8,87300,0.873,796180,4205660,0
142447,207920,130624,2,8,198900,1.989,806965,4205716,0
142448,207921,131025,2,8,151200,1.512,998640,4205697,0
142449,207922,131025,2,8,111600,1.116,1003157,4205643,0
142457,207943,131025,2,8,196200,1.962,991796,4205573,0
142461,207957,130627,2,8,310500,3.105,840904,4205534,0
142465,207970,130922,2,8,746100,7.461,1019540,4205526,0
142469,207974,130627,2,8,209700,2.097,841924,4205329,0
142472,207979,130624,2,8,65700,0.657,797072,4205135,0
142476,207986,131025,2,8,243900,2.439,990115,4205225,0
142482,207999,131025,2,8,72900,0.729,997178,4205039,0
142487,208017,131025,2,8,127800,1.278,996826,4204905,0
142492,208023,130627,2,8,33300,0.333,839396,4204795,0
142496,208032,130634,2,8,140400,1.404,813444,4204848,0
142501,208047,130624,2,8,33300,0.333,798688,4204501,0
142503,208052,130922,2,8,116100,1.161,1012256,4204594,0
142509,208067,131025,2,8,173700,1.737,995937,4204513,0
142514,208078,130983,2,8,253800,2.538,1057863,4204429,0
142522,208091,130624,2,8,126900,1.269,783487,4204401,0
142523,208094,130922,2,8,117000,1.17,1026537,4204378,0
142525,208096,130627,2,8,215100,2.151,833307,4204373,0
142531,208114,130631,2,8,917100,9.171,866683,4204553,0
142532,208116,130922,2,8,162900,1.629,1031648,4204174,0
142533,208116,130922,2,8,162900,1.629,1031648,4204174,0
142534,208121,131025,2,8,162000,1.62,986271,4204188,0
142536,208128,131025,2,8,191700,1.917,973373,4204150,0
142539,208134,130624,2,8,86400,0.864,791185,4204018,0
142545,208141,130608,2,8,93600,0.936,881827,4203987,0
142553,208161,130922,2,8,308700,3.087,1007875,4203892,0
142554,208162,130922,2,8,49500,0.495,1026109,4203729,0
142562,208178,130922,2,8,383400,3.834,1013636,4203832,0
142564,208181,130922,2,8,210600,2.106,1004941,4203838,0
142567,208189,131025,2,8,101700,1.017,995340,4203737,0
142568,208192,130624,2,8,29700,0.297,808075,4203563,0
142569,208194,131025,2,8,217800,2.178,993686,4203705,0
142572,208198,131025,2,8,108900,1.089,985320,4203621,0
142575,208201,130624,2,8,442800,4.428,810122,4204048,0
142581,208208,130922,2,8,117000,1.17,1009838,4203621,0
142595,208235,130922,2,8,198000,1.98,1030146,4203329,0
142597,208248,130983,2,8,31500,0.315,1064261,4203105,0
142607,208263,130631,2,8,706500,7.065,865070,4203410,0
142609,208271,131025,2,8,155700,1.557,982552,4203107,0
142610,208272,131025,2,8,234900,2.349,994173,4203094,0
142616,208285,130922,2,8,85500,0.855,1014909,4202944,0
142617,208288,130983,2,8,49500,0.495,1044432,4202952,0
142622,208296,130634,2,8,281700,2.817,825857,4203066,0
142623,208299,130983,2,8,36000,0.36,1042154,4202773,0
142629,208309,130922,2,8,22500,0.225,1027808,4202681,0
142637,208320,130634,2,8,60300,0.603,817248,4202709,0
142638,208322,130608,2,8,341100,3.411,895151,4202960,0
142639,208324,130922,2,8,760500,7.605,1022031,4202955,0
142648,208334,130624,2,8,198900,1.989,795041,4202748,0
142649,208335,130627,2,8,83700,0.837,841435,4202606,0
142664,208362,130628,2,8,50400,0.504,928039,4202292,0
142667,208366,130624,2,8,62100,0.621,792235,4202466,0
142668,208368,131025,2,8,377100,3.771,997103,4202659,0
142671,208371,130922,2,8,63900,0.639,1030447,4202311,0
142675,208378,130607,2,8,441900,4.419,875298,4202537,0
142676,208378,130607,2,8,441900,4.419,875298,4202537,0
142681,208389,130608,2,8,258300,2.583,873708,4202270,0
142685,208395,130627,2,8,686700,6.867,835047,4202442,0
142689,208401,130922,2,8,62100,0.621,1006504,4202032,0
142694,208412,130624,2,8,147600,1.476,790791,4202220,0
142705,208429,130608,2,8,46800,0.468,877865,4201837,0
142710,208436,130627,2,8,220500,2.205,855218,4201873,0
142711,208438,130608,2,8,473400,4.734,882093,4202093,0
142718,208461,130922,2,8,316800,3.168,1002234,4201995,0
142721,208471,130922,2,8,203400,2.034,1025104,4201735,0
142733,208495,130628,2,8,196200,1.962,928336,4201603,0
142738,208502,131025,2,8,104400,1.044,985069,4201478,0
142758,208538,130922,2,8,77400,0.774,1025653,4201230,0
142769,208562,130634,2,8,290700,2.907,827909,4201100,0
142771,208565,130608,2,8,131400,1.314,881022,4200941,0
142772,208566,130982,2,8,157500,1.575,940819,4201103,0
142775,208570,130627,2,8,177300,1.773,837481,4201008,0
142776,208572,131025,2,8,83700,0.837,987481,4200888,0
142777,208573,130922,2,8,44100,0.441,997449,4200829,0
142780,208577,130627,2,8,191700,1.917,837988,4201023,0
142782,208583,130624,2,8,130500,1.305,803258,4201057,0
142786,208590,130627,2,8,492300,4.923,840167,4201046,0
142787,208591,130922,2,8,148500,1.485,1000712,4200796,0
142791,208598,130608,2,8,116100,1.161,899544,4200776,0
142800,208616,130624,2,8,70200,0.702,803569,4200691,0
142803,208620,130634,2,8,171000,1.71,819144,4200711,0
142804,208626,131025,2,8,279900,2.799,980953,4200699,0
142806,208632,130631,2,8,695700,6.957,857705,4200898,0
142812,208641,131025,2,8,135000,1.35,977810,4200461,0
142819,208654,130608,2,8,98100,0.981,891428,4200361,0
142825,208669,130922,2,8,143100,1.431,1004240,4200365,0
142826,208670,130922,2,8,549000,5.49,1020109,4200496,0
142836,208691,131025,2,8,81900,0.819,996723,4200142,0
142837,208692,130922,2,8,88200,0.882,1017399,4200178,0
142844,208699,130984,2,8,470700,4.707,965515,4200397,0
142851,208713,130983,2,8,33300,0.333,1060048,4199978,0
142852,208715,130922,2,8,158400,1.584,1004640,4200170,0
142857,208724,131025,2,8,155700,1.557,995441,4199922,0
142861,208734,130608,2,8,29700,0.297,877100,4199769,0
142876,208757,131025,2,8,166500,1.665,986072,4199934,0
142879,208760,130627,2,8,62100,0.621,837480,4199665,0
142887,208776,130624,2,8,24300,0.243,804995,4199494,0
142889,208780,130982,2,8,108000,1.08,937883,4199592,0
142890,208782,130922,2,8,155700,1.557,1000265,4199625,0
142891,208783,130922,2,8,164700,1.647,1000678,4199634,0
142905,208813,130624,2,8,87300,0.873,802902,4199372,0
142911,208822,130922,2,8,213300,2.133,1001588,4199472,0
142918,208838,130982,2,8,74700,0.747,938283,4199171,0
142919,208841,131025,2,8,58500,0.585,979612,4199139,0
142920,208842,130624,2,8,68400,0.684,790283,4199102,0
142928,208860,130631,2,8,281700,2.817,874891,4199169,0
142940,208886,130608,2,8,403200,4.032,886309,4199246,0
142944,208894,130608,2,8,433800,4.338,881161,4198947,0
142948,208903,130627,2,8,608400,6.084,829747,4199372,0
142949,208905,130983,2,8,294300,2.943,1032729,4198824,0
142954,208916,130624,2,8,13500,0.135,790169,4198582,0
142964,208936,130608,2,8,258300,2.583,887188,4198654,0
142969,208950,130634,2,8,68400,0.684,817249,4198421,0
142972,208954,130624,2,8,99900,0.999,793561,4198349,0
142973,208957,130922,2,8,242100,2.421,996433,4198529,0
142987,208985,130624,2,8,246600,2.466,796775,4198355,0
142998,209007,130624,2,8,31500,0.315,796180,4197933,0
143000,209011,130627,2,8,205200,2.052,838408,4197960,0
143002,209017,130984,2,8,281700,2.817,970426,4198071,0
143012,209033,130922,2,8,105300,1.053,996398,4197834,0
143015,209038,130627,2,8,291600,2.916,855008,4197926,0
143016,209039,130922,2,8,84600,0.846,1015345,4197711,0
143019,209046,130983,2,8,33300,0.333,1059722,4197618,0
143024,209054,130983,2,8,18000,0.18,1059401,4197523,0
143046,209091,130634,2,8,1126800,11.268,828282,4198035,0
143047,209092,130634,2,8,351900,3.519,829540,4197544,0
143048,209092,130634,2,8,351900,3.519,829540,4197544,0
143049,209094,130922,2,8,358200,3.582,1024090,4197698,0
143050,209095,130922,2,8,70200,0.702,1028317,4197346,0
143051,209096,130983,2,8,88200,0.882,1033191,4197468,0
143053,209102,130624,2,8,68400,0.684,798246,4197342,0
143054,209104,130922,2,8,73800,0.738,1010032,4197307,0
143059,209117,130634,2,8,467100,4.671,817800,4197650,0
143060,209119,130922,2,8,359100,3.591,1021062,4197490,0
143063,209122,130922,2,8,486000,4.86,1003928,4197367,0
143070,209130,131025,2,8,103500,1.035,989722,4197145,0
143071,209131,130922,2,8,83700,0.837,1029077,4197119,0
143079,209142,130634,2,8,43200,0.432,803415,4197020,0
143081,209152,130624,2,8,15300,0.153,768453,4196830,0
143082,209153,130634,2,8,227700,2.277,812075,4197049,0
143096,209185,130631,2,8,175500,1.755,855875,4196860,0
143097,209186,130631,2,8,955800,9.558,856830,4197228,0
143104,209201,130983,2,8,128700,1.287,1074722,4196803,0
143107,209205,130634,2,8,44100,0.441,828944,4196656,0
143108,209206,130627,2,8,789300,7.893,838351,4197085,0
143109,209207,130627,2,8,45900,0.459,845407,4196615,0
143115,209228,130608,2,8,612900,6.129,878034,4196850,0
143118,209235,130624,2,8,64800,0.648,790801,4196541,0
143130,209260,130631,2,8,87300,0.873,859298,4196350,0
143136,209270,130634,2,8,215100,2.151,828015,4196403,0
143139,209274,130627,2,8,264600,2.646,853922,4196365,0
143140,209275,130627,2,8,421200,4.212,854716,4196527,0
143141,209276,131025,2,8,207000,2.07,979397,4196386,0
143142,209279,130922,2,8,90000,0.9,1010650,4196306,0
143145,209284,130922,2,8,317700,3.177,1009952,4196603,0
143146,209285,130921,2,8,78300,0.783,1032415,4196290,0
143147,209285,130921,2,8,78300,0.783,1032415,4196290,0
143150,209288,130624,2,8,45900,0.459,797532,4196163,0
143152,209293,130634,2,8,84600,0.846,804612,4196178,0
143154,209302,130922,2,8,109800,1.098,1000144,4196169,0
143158,209306,130624,2,8,40500,0.405,800374,4196054,0
143161,209310,130631,2,8,240300,2.403,871933,4196247,0
143170,209322,130624,2,8,72000,0.72,802510,4195953,0
143172,209330,130922,2,8,131400,1.314,995353,4196038,0
143178,209343,130922,2,8,95400,0.954,1001085,4195947,0
143184,209354,130634,2,8,205200,2.052,829596,4195896,0
143193,209377,130922,2,8,133200,1.332,1028206,4195837,0
143194,209377,130922,2,8,133200,1.332,1028206,4195837,0
143200,209384,130624,2,8,42300,0.423,789591,4195582,0
143224,209418,130624,2,8,33300,0.333,803333,4195278,0
143225,209420,130922,2,8,322200,3.222,1014529,4195580,0
143231,209430,130627,2,8,273600,2.736,839980,4195293,0
143236,209439,130624,2,8,54000,0.54,802166,4195127,0
143237,209440,130631,2,8,63900,0.639,860955,4195239,0
143241,209448,130983,2,8,711000,7.11,1071236,4195773,0
143244,209453,130634,2,8,458100,4.581,813959,4195450,0
143252,209462,130631,2,8,208800,2.088,861760,4195187,0
143253,209464,130922,2,8,170100,1.701,996232,4195213,0
143264,209492,130634,2,8,411300,4.113,821738,4195122,0
143265,209494,130608,2,8,903600,9.036,880894,4195441,0
143266,209496,130983,2,8,144900,1.449,1075454,4194981,0
143271,209508,130922,2,8,243900,2.439,1015109,4195078,0
143283,209531,130922,2,8,111600,1.116,997282,4194717,0
143284,209534,130922,2,8,540900,5.409,1010049,4195121,0
143290,209550,130624,2,8,49500,0.495,787907,4194560,0
143299,209569,130631,2,8,373500,3.735,872206,4194608,0
143309,209588,130634,2,8,44100,0.441,830771,4194288,0
143312,209596,130608,2,8,577800,5.778,882316,4194457,0
143323,209615,130922,2,8,12600,0.126,1009445,4194099,0
143327,209621,130631,2,8,901800,9.018,873888,4194626,0
143333,209629,130634,2,8,71100,0.711,805524,4194104,0
143334,209630,130634,2,8,48600,0.486,823220,4194051,0
143341,209648,130983,2,8,176400,1.764,1044339,4194179,0
143346,209654,130627,2,8,2357100,23.571,838650,4194690,0
143347,209655,130984,2,8,324900,3.249,975874,4194135,0
143348,209656,130922,2,8,208800,2.088,1011572,4194105,0
143357,209671,130631,2,8,30600,0.306,861922,4193827,0
143358,209676,130921,2,8,529200,5.292,1027910,4194116,0
143379,209710,130624,2,8,156600,1.566,799681,4193697,0
143380,209711,130627,2,8,1128600,11.286,842523,4194120,0
143383,209715,130634,2,8,76500,0.765,832356,4193543,0
143386,209722,130627,2,8,387000,3.87,851296,4193711,0
143387,209726,130921,2,8,59400,0.594,1031119,4193536,0
143392,209735,130631,2,8,437400,4.374,863491,4193750,0
143397,209742,130631,2,8,462600,4.626,861277,4193713,0
143398,209743,130984,2,8,163800,1.638,957911,4193520,0
143400,209745,130983,2,8,203400,2.034,1068506,4193494,0
143406,209756,130983,2,8,321300,3.213,1060592,4193666,0
143413,209770,130624,2,8,97200,0.972,786818,4193302,0
143416,209777,130624,2,8,245700,2.457,800638,4193296,0
143421,209785,130634,2,8,672300,6.723,813554,4193943,0
143425,209791,130624,2,8,75600,0.756,779868,4193270,0
143430,209799,130624,2,8,172800,1.728,802083,4193358,0
143445,209822,130628,2,8,100800,1.008,926029,4193094,0
143446,209825,130608,2,8,458100,4.581,878858,4193159,0
143447,209827,130922,2,8,81900,0.819,1012296,4193060,0
143448,209828,130922,2,8,168300,1.683,1015364,4193305,0
143469,209867,130631,2,8,422100,4.221,860231,4192890,0
143473,209874,130608,2,8,289800,2.898,886767,4192775,0
143474,209876,130922,2,8,108000,1.08,1009891,4192813,0
143476,209880,130624,2,8,34200,0.342,801992,4192680,0
143479,209888,130922,2,8,61200,0.612,1015883,4192623,0
143484,209897,130627,2,8,1342800,13.428,840799,4193172,0
143488,209910,130921,2,8,279000,2.79,1028645,4192701,0
143493,209918,130624,2,8,253800,2.538,799351,4192597,0
143498,209928,130624,2,8,53100,0.531,782418,4192351,0
143505,209934,130631,2,8,50400,0.504,874636,4192303,0
143509,209942,130922,2,8,143100,1.431,1002744,4192392,0
143522,209970,130627,2,8,431100,4.311,842282,4192501,0
143523,209971,130627,2,8,320400,3.204,848561,4192315,0
143527,209982,130634,2,8,297900,2.979,834228,4192392,0
143531,209994,130631,2,8,342000,3.42,862527,4192184,0
143535,210000,130628,2,8,134100,1.341,925741,4192124,0
143536,210000,130628,2,8,134100,1.341,925741,4192124,0
143537,210001,131025,2,8,139500,1.395,992269,4192097,0
143540,210007,130631,2,8,88200,0.882,873976,4192012,0
143541,210008,130922,2,8,413100,4.131,998029,4192327,0
143543,210013,130624,2,8,84600,0.846,773207,4191936,0
143555,210045,131025,2,8,191700,1.917,988611,4191816,0
143559,210050,130634,2,8,153000,1.53,826738,4191833,0
143560,210054,130922,2,8,220500,2.205,1021879,4191729,0
143562,210057,130634,2,8,360000,3.6,813653,4191810,0
143569,210066,130983,2,8,390600,3.906,1042296,4191964,0
143570,210070,130922,2,8,143100,1.431,1015258,4191570,0
143574,210074,130634,2,8,285300,2.853,821041,4191718,0
143575,210075,130634,2,8,306900,3.069,832103,4191780,0
143579,210081,130627,2,8,585900,5.859,851671,4191941,0
143580,210081,130627,2,8,585900,5.859,851671,4191941,0
143587,210090,130922,2,8,138600,1.386,1013924,4191551,0
143589,210093,130634,2,8,127800,1.278,812487,4191414,0
143592,210097,130634,2,8,446400,4.464,823933,4191921,0
143599,210124,130631,2,8,1106100,11.061,865562,4191806,0
143600,210126,130983,2,8,490500,4.905,1041496,4191727,0
143606,210135,130634,2,8,141300,1.413,804320,4191308,0
143607,210137,130627,2,8,406800,4.068,857301,4191372,0
143608,210137,130627,2,8,406800,4.068,857301,4191372,0
143616,210152,130634,2,8,119700,1.197,822071,4191288,0
143620,210159,130634,2,8,760500,7.605,829949,4191593,0
143623,210163,130922,2,8,136800,1.368,1006704,4191062,0
143627,210168,130634,2,8,493200,4.932,826161,4191496,0
143628,210169,130627,2,8,320400,3.204,858062,4191120,0
143629,210169,130627,2,8,320400,3.204,858062,4191120,0
143632,210174,131025,2,8,330300,3.303,986906,4191202,0
143634,210181,130922,2,8,192600,1.926,999537,4191117,0
143635,210182,130922,2,8,187200,1.872,1007989,4190963,0
143642,210193,131025,2,8,422100,4.221,994230,4191198,0
143644,210196,130624,2,8,125100,1.251,768174,4190935,0
143647,210201,130624,2,8,63000,0.63,799776,4190834,0
143649,210207,130982,2,8,76500,0.765,942981,4190763,0
143650,210207,130982,2,8,76500,0.765,942981,4190763,0
143651,210208,130922,2,8,208800,2.088,999090,4190882,0
143653,210211,130682,2,8,701100,7.011,850715,4190924,0
143665,210241,130922,2,8,137700,1.377,1002033,4190648,0
143666,210244,130608,2,8,49500,0.495,893607,4190515,0
143667,210245,130922,2,8,58500,0.585,1017972,4190524,0
143682,210275,130922,2,8,94500,0.945,1010814,4190451,0
143686,210283,131025,2,8,55800,0.558,991815,4190289,0
143687,210285,130627,2,8,419400,4.194,857282,4190582,0
143691,210293,130921,2,8,276300,2.763,1023221,4190563,0
143697,210301,130627,2,8,434700,4.347,854958,4190525,0
143699,210308,130634,2,8,468000,4.68,832098,4190576,0
143700,210309,130627,2,8,1072800,10.728,853456,4190769,0
143702,210316,130624,2,8,23400,0.234,779960,4190097,0
143703,210317,130634,2,8,95400,0.954,821755,4190275,0
143708,210326,130983,2,8,165600,1.656,1041742,4190266,0
143714,210341,130624,2,8,28800,0.288,798489,4189987,0
143715,210344,131025,2,8,63900,0.639,983392,4190037,0
143717,210352,130922,2,8,115200,1.152,1019098,4190017,0
143720,210359,130921,2,8,164700,1.647,1022200,4190005,0
143725,210372,130624,2,8,23400,0.234,776025,4189814,0
143728,210377,131025,2,8,88200,0.882,982996,4189833,0
143733,210386,131025,2,8,191700,1.917,986403,4189938,0
143734,210387,130922,2,8,154800,1.548,1007281,4189831,0
143737,210396,130631,2,8,434700,4.347,860962,4189960,0
143743,210420,131025,2,8,197100,1.971,986699,4189600,0
143746,210426,130631,2,8,458100,4.581,873549,4189653,0
143748,210430,130631,2,8,810000,8.1,859727,4190008,0
143755,210441,130682,2,8,289800,2.898,845823,4189487,0
143763,210456,130634,2,8,92700,0.927,814071,4189286,0
143768,210466,130682,2,8,579600,5.796,850919,4189419,0
143772,210472,130984,2,8,74700,0.747,953612,4189201,0
143778,210484,130631,2,8,476100,4.761,858459,4189330,0
143780,210494,130631,2,8,63900,0.639,857689,4189007,0
143784,210502,130682,2,8,133200,1.332,867387,4189074,0
143785,210503,130631,2,8,750600,7.506,870883,4189320,0
143787,210505,130922,2,8,159300,1.593,993601,4189204,0
143790,210512,130921,2,8,246600,2.466,1029903,4188967,0
143800,210537,130634,2,8,248400,2.484,811337,4188963,0
143801,210538,130608,2,8,1200600,12.006,897747,4189360,0
143803,210543,130682,2,8,410400,4.104,866782,4188919,0
143806,210549,130922,2,8,277200,2.772,1019794,4189241,0
143807,210549,130922,2,8,277200,2.772,1019794,4189241,0
143808,210553,130922,2,8,312300,3.123,996945,4188822,0
143811,210560,130631,2,8,1242000,12.42,862915,4189065,0
143813,210565,130608,2,8,256500,2.565,879674,4188670,0
143814,210565,130608,2,8,256500,2.565,879674,4188670,0
143815,210566,130922,2,8,361800,3.618,999715,4188698,0
143825,210588,130634,2,8,222300,2.223,813448,4188574,0
143826,210589,130682,2,8,579600,5.796,855194,4188700,0
143829,210597,130631,2,8,426600,4.266,878420,4188598,0
143831,210603,130608,2,8,25200,0.252,888949,4188243,0
143835,210610,130125,2,8,191700,1.917,809867,4188395,0
143836,210612,130682,2,8,67500,0.675,869602,4188270,0
143837,210613,130922,2,8,67500,0.675,998362,4188306,0
143839,210618,130634,2,8,1301400,13.014,816517,4189302,0
143846,210639,131025,2,8,277200,2.772,979047,4188288,0
143849,210646,130125,2,8,54900,0.549,802917,4188117,0
143852,210651,130608,2,8,198000,1.98,896955,4188103,0
143854,210654,130624,2,8,47700,0.477,781944,4187896,0
143855,210655,130125,2,8,60300,0.603,807695,4188020,0
143856,210656,130634,2,8,210600,2.106,823995,4188282,0
143857,210657,130682,2,8,122400,1.224,842194,4188031,0
143866,210672,130631,2,8,340200,3.402,857835,4188032,0
143868,210675,130634,2,8,176400,1.764,814510,4187997,0
143870,210684,130634,2,8,210600,2.106,822740,4187923,0
143871,210685,130631,2,8,225000,2.25,863792,4187874,0
143882,210703,130682,2,8,324000,3.24,870120,4187791,0
143886,210711,131025,2,8,70200,0.702,990308,4187637,0
143890,210717,130634,2,8,109800,1.098,826579,4187562,0
143895,210727,130627,2,8,78300,0.783,854023,4187466,0
143896,210727,130627,2,8,78300,0.783,854023,4187466,0
143902,210747,131025,2,8,247500,2.475,989855,4187590,0
143904,210750,130682,2,8,149400,1.494,848260,4187398,0
143911,210766,130634,2,8,1543500,15.435,837827,4187303,0
143912,210766,130634,2,8,1543500,15.435,837827,4187303,0
143915,210771,130634,2,8,79200,0.792,823309,4187215,0
143917,210777,130983,2,8,32400,0.324,1057847,4187155,0
143920,210785,131025,2,8,101700,1.017,980649,4187198,0
143926,210807,130631,2,8,274500,2.745,877476,4187155,0
143928,210812,130634,2,8,734400,7.344,818334,4187425,0
143935,210821,130634,2,8,70200,0.702,835959,4186949,0
143936,210824,131025,2,8,272700,2.727,981467,4187103,0
143944,210847,130125,2,8,92700,0.927,808757,4186933,0
143949,210858,130682,2,8,297000,2.97,857213,4186988,0
143950,210859,130682,2,8,360900,3.609,861621,4187012,0
143951,210860,130631,2,8,207900,2.079,878844,4186951,0
143954,210867,130921,2,8,254700,2.547,1023789,4186853,0
143957,210874,130682,2,8,717300,7.173,865442,4187081,0
143960,210879,130983,2,8,310500,3.105,1073939,4187187,0
143971,210911,130634,2,8,257400,2.574,814940,4186632,0
143974,210918,130922,2,8,160200,1.602,1007855,4186589,0
143980,210933,130922,2,8,112500,1.125,1001401,4186478,0
143983,210942,130922,2,8,317700,3.177,990915,4186447,0
143984,210942,130922,2,8,317700,3.177,990915,4186447,0
143989,210952,130922,2,8,169200,1.692,1014446,4186413,0
143992,210959,130634,2,8,372600,3.726,820200,4186544,0
143997,210977,130608,2,8,220500,2.205,895442,4186389,0
143998,210977,130608,2,8,220500,2.205,895442,4186389,0
144010,211001,130631,2,8,126000,1.26,878074,4186102,0
144013,211008,130682,2,8,52200,0.522,866901,4185971,0
144014,211011,130682,2,8,290700,2.907,871049,4186067,0
144020,211025,130125,2,8,28800,0.288,790633,4185857,0
144021,211026,130984,2,8,98100,0.981,975571,4185957,0
144025,211031,130922,2,8,252900,2.529,1005011,4186028,0
144028,211042,130125,2,8,293400,2.934,796028,4186099,0
144029,211043,130634,2,8,449100,4.491,818849,4186124,0
144031,211051,130984,2,8,90000,0.9,979995,4185801,0
144033,211053,130125,2,8,170100,1.701,791728,4185867,0
144038,211062,130634,2,8,212400,2.124,835335,4185867,0
144044,211086,130634,2,8,231300,2.313,823551,4185720,0
144047,211092,130682,2,8,1342800,13.428,853646,4186110,0
144048,211093,130922,2,8,139500,1.395,1016406,4185668,0
144052,211106,130631,2,8,232200,2.322,877254,4185623,0
144056,211113,130682,2,8,115200,1.152,872313,4185557,0
144058,211118,130634,2,8,1030500,10.305,836498,4186206,0
144063,211127,130922,2,8,86400,0.864,1008895,4185424,0
144069,211141,130682,2,8,186300,1.863,873561,4185447,0
144070,211142,130922,2,8,405000,4.05,1000507,4185554,0
144071,211143,130922,2,8,241200,2.412,1008451,4185743,0
144076,211151,130921,2,8,91800,0.918,1026006,4185288,0
144085,211166,130634,2,8,212400,2.124,824557,4185256,0
144090,211176,130125,2,8,69300,0.693,812635,4185148,0
144094,211189,130682,2,8,68400,0.684,870540,4185025,0
144095,211191,130922,2,8,175500,1.755,1013620,4185239,0
144097,211195,130631,2,8,293400,2.934,875555,4185176,0
144105,211211,130682,2,8,457200,4.572,860791,4185189,0
144114,211229,130984,2,8,122400,1.224,952905,4184912,0
144118,211235,130634,2,8,184500,1.845,814878,4185134,0
144119,211240,130984,2,8,27000,0.27,978319,4184796,0
144123,211250,130921,2,8,397800,3.978,1027542,4185080,0
144124,211255,130922,2,8,96300,0.963,997935,4184792,0
144130,211277,130984,2,8,65700,0.657,979596,4184638,0
144140,211295,130125,2,8,187200,1.872,806791,4184750,0
144141,211296,130922,2,8,106200,1.062,1004715,4184588,0
144146,211311,130637,2,8,516600,5.166,889281,4184784,0
144147,211313,130922,2,8,97200,0.972,998469,4184540,0
144148,211315,130922,2,8,331200,3.312,1008958,4184709,0
144149,211316,130921,2,8,555300,5.553,1029052,4184755,0
144159,211342,130921,2,8,427500,4.275,1022196,4184685,0
144160,211343,130983,2,8,344700,3.447,1036201,4184624,0
144167,211354,130631,2,8,118800,1.188,874456,4184411,0
144168,211355,130922,2,8,309600,3.096,1014910,4184580,0
144169,211364,130634,2,8,931500,9.315,819260,4184887,0
144181,211386,130125,2,8,244800,2.448,811170,4184269,0
144191,211403,130634,2,8,813600,8.136,836809,4184426,0
144198,211421,130922,2,8,326700,3.267,1012806,4184228,0
144202,211436,130682,2,8,153000,1.53,858535,4184011,0
144205,211443,130922,2,8,185400,1.854,997861,4183933,0
144207,211450,130983,2,8,34200,0.342,1040080,4183833,0
144209,211452,130682,2,8,67500,0.675,865302,4183819,0
144213,211461,130125,2,8,282600,2.826,804113,4183958,0
144214,211463,130682,2,8,427500,4.275,848298,4183978,0
144222,211482,130984,2,8,61200,0.612,979312,4183706,0
144234,211500,130926,2,8,134100,1.341,929965,4183853,0
144241,211509,130634,2,8,539100,5.391,820977,4183937,0
144246,211514,130921,2,8,466200,4.662,1018986,4183710,0
144254,211526,130682,2,8,72900,0.729,864562,4183442,0
144260,211542,130634,2,8,623700,6.237,836559,4183636,0
144261,211543,130637,2,8,328500,3.285,886786,4183427,0
144263,211553,130682,2,8,81900,0.819,865793,4183307,0
144271,211570,130682,2,8,287100,2.871,845339,4183437,0
144273,211573,130682,2,8,322200,3.222,869653,4183418,0
144276,211580,130125,2,8,19800,0.198,801272,4183038,0
144284,211595,130125,2,8,60300,0.603,806365,4183013,0
144285,211596,130682,2,8,40500,0.405,856005,4183016,0
144290,211605,130634,2,8,633600,6.336,838600,4183481,0
144298,211618,130922,2,8,310500,3.105,1012048,4183172,0
144306,211630,130634,2,8,102600,1.026,822862,4182978,0
144307,211631,130634,2,8,220500,2.205,836078,4183048,0
144337,211686,130922,2,8,69300,0.693,998291,4182685,0
144340,211694,130682,2,8,787500,7.875,857185,4182823,0
144341,211695,130984,2,8,27900,0.279,941687,4182537,0
144347,211702,130125,2,8,55800,0.558,806165,4182517,0
144351,211711,130983,2,8,130500,1.305,1037413,4182647,0
144355,211716,130682,2,8,133200,1.332,867711,4182675,0
144356,211717,130922,2,8,493200,4.932,996522,4182897,0
144359,211725,130984,2,8,79200,0.792,952494,4182476,0
144367,211749,130922,2,8,138600,1.386,1016581,4182453,0
144374,211761,130131,2,8,38700,0.387,756622,4182162,0
144375,211762,130125,2,8,65700,0.657,792467,4182217,0
144378,211766,130922,2,8,183600,1.836,1010924,4182318,0
144388,211783,130634,2,8,602100,6.021,823907,4182469,0
144389,211787,130921,2,8,305100,3.051,1017396,4182283,0
