Unnamed: 0,PAC,FOOD,NEP,BIO,FOODVALUEC,FOODVALUED,TREEVALUEC,TREEVALUED
24,120111,587.205,177.99682,14,-0.12243,842.5,3.879237007,849.45
25,120112,587.205,154.55556,14,-0.12243,842.5,3.879237007,849.45
26,120113,587.205,175.64806,14,-0.12243,842.5,3.879237007,849.45
27,120114,587.205,175.88812,7,-0.12243,842.5,3.879237007,849.45
28,120115,587.205,210.53298,7,-0.12243,842.5,3.879237007,849.45
29,120116,587.205,185.58223,14,-0.12243,842.5,3.879237007,849.45
30,120117,587.205,171.06556,7,-0.12243,842.5,3.879237007,849.45
31,120118,587.205,188.84667,7,-0.12243,842.5,3.879237007,849.45
32,120119,587.205,195.07585,16,-0.12243,842.5,3.879237007,849.45
580,230102,756.165,358.21567,85,0.066983633,452.5,39.1969625,459.45
581,230103,756.165,358.21567,85,0.066983633,452.5,39.1969625,459.45
582,230104,756.165,246.84112,44,0.066983633,452.5,39.1969625,459.45
583,230108,756.165,246.84112,85,0.066983633,452.5,39.1969625,459.45
584,230109,756.165,244.45778,42,0.066983633,452.5,39.1969625,459.45
585,230110,756.165,244.45778,85,0.066983633,452.5,39.1969625,459.45
598,230202,756.165,234.25038,82,0.066983633,452.5,39.1969625,459.45
599,230203,756.165,244.40867,82,0.066983633,452.5,39.1969625,459.45
600,230204,756.165,234.32566,82,0.066983633,452.5,39.1969625,459.45
601,230205,756.165,234.70171,82,0.066983633,452.5,39.1969625,459.45
602,230206,756.165,218.02445,82,0.066983633,452.5,39.1969625,459.45
603,230207,756.165,267.40872,82,0.066983633,452.5,39.1969625,459.45
614,230302,756.165,318.97714,45,0.066983633,452.5,39.1969625,459.45
615,230303,756.165,369.01967,45,0.066983633,452.5,39.1969625,459.45
616,230304,756.165,330.60861,45,0.066983633,452.5,39.1969625,459.45
617,230305,756.165,373.41404,45,0.066983633,452.5,39.1969625,459.45
618,230306,756.165,367.60311,45,0.066983633,452.5,39.1969625,459.45
619,230307,756.165,314.70464,45,0.066983633,452.5,39.1969625,459.45
626,230405,756.165,334.24806,42,0.066983633,452.5,39.1969625,459.45
627,230406,756.165,338.14236,42,0.066983633,452.5,39.1969625,459.45
631,230502,756.165,293.01303,42,0.066983633,452.5,39.1969625,459.45
632,230503,756.165,358.54158,42,0.066983633,452.5,39.1969625,459.45
633,230505,756.165,295.6208,42,0.066983633,452.5,39.1969625,459.45
639,230602,756.165,199.03289,43,0.066983633,452.5,39.1969625,459.45
640,230603,756.165,207.66445,43,0.066983633,452.5,39.1969625,459.45
641,230604,756.165,244.44526,43,0.066983633,452.5,39.1969625,459.45
642,230605,756.165,225.86489,43,0.066983633,452.5,39.1969625,459.45
648,230717,756.165,325.78885,92,0.066983633,452.5,39.1969625,459.45
649,230718,756.165,329.29554,92,0.066983633,452.5,39.1969625,459.45
650,230719,756.165,320.82117,92,0.066983633,452.5,39.1969625,459.45
652,230723,756.165,321.04346,92,0.066983633,452.5,39.1969625,459.45
653,230724,756.165,323.80861,92,0.066983633,452.5,39.1969625,459.45
654,230725,756.165,339.89555,44,0.066983633,452.5,39.1969625,459.45
655,230726,756.165,355.79472,92,0.066983633,452.5,39.1969625,459.45
656,230751,756.165,325.99891,92,0.066983633,452.5,39.1969625,459.45
658,230803,756.165,343.30112,72,0.066983633,452.5,39.1969625,459.45
659,230804,756.165,343.30112,72,0.066983633,452.5,39.1969625,459.45
668,230902,756.165,319.90165,42,0.066983633,452.5,39.1969625,459.45
670,230904,756.165,330.8083,41,0.066983633,452.5,39.1969625,459.45
672,231002,756.165,356.56614,85,0.066983633,452.5,39.1969625,459.45
674,231004,756.165,383.24153,85,0.066983633,452.5,39.1969625,459.45
699,232718,756.165,293.50589,53,0.066983633,452.5,39.1969625,459.45
661,230811,756.165,300.36773,72,0.066983633,452.5,39.1969625,459.45
636,230522,756.165,293.40769,41,0.066983633,452.5,39.1969625,459.45
634,230506,756.165,324.69801,42,0.066983633,452.5,39.1969625,459.45
701,232722,756.165,274.91248,46,0.066983633,452.5,39.1969625,459.45
698,232701,756.165,280.67093,46,0.066983633,452.5,39.1969625,459.45
638,230524,756.165,333.79044,43,0.066983633,452.5,39.1969625,459.45
629,230421,756.165,325.5015,47,0.066983633,452.5,39.1969625,459.45
675,231005,756.165,344.34271,85,0.066983633,452.5,39.1969625,459.45
665,230881,756.165,319.0779,76,0.066983633,452.5,39.1969625,459.45
637,230523,756.165,358.00578,51,0.066983633,452.5,39.1969625,459.45
686,231182,756.165,298.34204,45,0.066983633,452.5,39.1969625,459.45
700,232721,756.165,274.81374,61,0.066983633,452.5,39.1969625,459.45
681,231086,756.165,401.7596,48,0.066983633,452.5,39.1969625,459.45
687,231183,756.165,269.89429,48,0.066983633,452.5,39.1969625,459.45
630,230422,756.165,249.94567,42,0.066983633,452.5,39.1969625,459.45
621,230381,756.165,361.73778,47,0.066983633,452.5,39.1969625,459.45
684,231124,756.165,266.74333,46,0.066983633,452.5,39.1969625,459.45
685,231181,756.165,307.30236,46,0.066983633,452.5,39.1969625,459.45
677,231081,756.165,387.43458,43,0.066983633,452.5,39.1969625,459.45
651,230722,756.165,313.53588,48,0.066983633,452.5,39.1969625,459.45
