Unnamed: 0,PAC,FOOD,NEP,BIO,FOODVALUEC,FOODVALUED,TREEVALUEC,TREEVALUED
66,130281,3619.978392,232.99074,32,0.09813,802.5,52.16821386,849.45
67,130283,2891.579511,223.79501,29,0.09813,802.5,52.16821386,849.45
68,130284,3804.600439,210.66902,29,0.09813,802.5,52.16821386,849.45
69,130302,1295.887223,274.63162,29,0.09813,802.5,52.16821386,849.45
70,130303,578.3137588,316.48059,40,0.09813,802.5,52.16821386,849.45
71,130304,699.25537,277.81132,29,0.09813,802.5,52.16821386,849.45
72,130306,1486.082812,264.0037,29,0.09813,802.5,52.16821386,849.45
73,130321,1839.09208,248.62218,31,0.09813,802.5,52.16821386,849.45
74,130322,4133.872329,270.68699,42,0.09813,802.5,52.16821386,849.45
75,130324,3312.714251,239.76735,29,0.09813,802.5,52.16821386,849.45
76,130402,3080.146455,239.76735,30,0.09813,802.5,52.16821386,849.45
77,130403,1402.650399,239.76735,30,0.09813,802.5,52.16821386,849.45
78,130404,1082.937978,239.76735,30,0.09813,802.5,52.16821386,849.45
79,130406,2313.288425,239.76735,29,0.09813,802.5,52.16821386,849.45
80,130407,8236.138354,239.76735,29,0.09813,802.5,52.16821386,849.45
81,130408,9309.39013,197.25333,29,0.09813,802.5,52.16821386,849.45
82,130423,10136.24208,197.25333,30,0.09813,802.5,52.16821386,849.45
83,130424,7778.642655,197.25333,30,0.09813,802.5,52.16821386,849.45
84,130425,8264.869254,161.90984,31,0.09813,802.5,52.16821386,849.45
85,130426,1304.040333,240.85732,31,0.09813,802.5,52.16821386,849.45
86,130427,5272.904576,240.85732,31,0.09813,802.5,52.16821386,849.45
87,130430,4518.674666,240.85732,29,0.09813,802.5,52.16821386,849.45
88,130431,7679.202644,240.85732,29,0.09813,802.5,52.16821386,849.45
89,130432,9143.393809,240.85732,29,0.09813,802.5,52.16821386,849.45
90,130433,8409.410449,197.52778,30,0.09813,802.5,52.16821386,849.45
91,130434,8475.147308,189.49185,29,0.09813,802.5,52.16821386,849.45
92,130435,7723.447457,189.49185,29,0.09813,802.5,52.16821386,849.45
93,130481,3576.397516,272.66522,30,0.09813,802.5,52.16821386,849.45
95,130503,0,272.47238,30,0.09813,802.5,52.16821386,849.45
96,130505,0,272.47238,29,0.09813,802.5,52.16821386,849.45
97,130506,0,205.14963,30,0.09813,802.5,52.16821386,849.45
98,130522,3345.83121,164.09149,29,0.09813,802.5,52.16821386,849.45
99,130523,4576.2924,192.24799,31,0.09813,802.5,52.16821386,849.45
100,130524,9856.424333,192.24799,29,0.09813,802.5,52.16821386,849.45
101,130525,9083.276298,205.13999,30,0.09813,802.5,52.16821386,849.45
102,130528,9268.627318,205.13999,29,0.09813,802.5,52.16821386,849.45
103,130529,4206.731066,205.13999,29,0.09813,802.5,52.16821386,849.45
104,130530,5560.620766,172.40889,30,0.09813,802.5,52.16821386,849.45
105,130531,2351.40161,166.17531,29,0.09813,802.5,52.16821386,849.45
106,130532,7988.749354,166.17531,29,0.09813,802.5,52.16821386,849.45
107,130533,2005.729756,181.64921,31,0.09813,802.5,52.16821386,849.45
108,130534,7820.207142,177.80149,29,0.09813,802.5,52.16821386,849.45
109,130535,7387.329462,210.74124,29,0.09813,802.5,52.16821386,849.45
110,130581,3462.70754,210.74124,29,0.09813,802.5,52.16821386,849.45
111,130582,2828.362057,229.99473,37,0.09813,802.5,52.16821386,849.45
114,130607,5008.413688,206.90223,29,0.09813,802.5,52.16821386,849.45
115,130608,7042.264552,206.90223,29,0.09813,802.5,52.16821386,849.45
116,130609,7792.496143,167.87333,30,0.09813,802.5,52.16821386,849.45
117,130623,3333.238251,267.91971,35,0.09813,802.5,52.16821386,849.45
118,130624,1794.163618,290.42514,29,0.09813,802.5,52.16821386,849.45
119,130626,8202.548203,226.76623,29,0.09813,802.5,52.16821386,849.45
120,130627,3765.883952,191.92419,29,0.09813,802.5,52.16821386,849.45
121,130628,4782.212759,191.92419,29,0.09813,802.5,52.16821386,849.45
123,130630,1494.455251,301.71325,41,0.09813,802.5,52.16821386,849.45
124,130631,9014.945608,301.71325,29,0.09813,802.5,52.16821386,849.45
125,130632,7349.389893,301.71325,39,0.09813,802.5,52.16821386,849.45
126,130633,2618.265466,293.78642,38,0.09813,802.5,52.16821386,849.45
127,130634,2743.72363,201.51605,29,0.09813,802.5,52.16821386,849.45
128,130635,5511.637579,168.82666,29,0.09813,802.5,52.16821386,849.45
129,130636,3372.469805,211.42815,29,0.09813,802.5,52.16821386,849.45
130,130637,6142.393644,197.83113,30,0.09813,802.5,52.16821386,849.45
131,130638,5055.695706,197.83113,53,0.09813,802.5,52.16821386,849.45
132,130681,5249.556867,219.63033,29,0.09813,802.5,52.16821386,849.45
133,130682,7957.881967,205.57333,30,0.09813,802.5,52.16821386,849.45
134,130683,6686.328102,164.78222,29,0.09813,802.5,52.16821386,849.45
135,130684,6568.944327,178.88,29,0.09813,802.5,52.16821386,849.45
136,130702,2055.656829,194.37022,33,0.09813,802.5,52.16821386,849.45
137,130703,37.03435339,237.1046,37,0.09813,802.5,52.16821386,849.45
138,130705,0,274.39556,33,0.09813,802.5,52.16821386,849.45
139,130706,686.0930192,299.71277,33,0.09813,802.5,52.16821386,849.45
140,130708,2232.338989,244.21334,29,0.09813,802.5,52.16821386,849.45
141,130709,291.8704804,277.12296,30,0.09813,802.5,52.16821386,849.45
142,130722,505.2694476,229.61289,32,0.09813,802.5,52.16821386,849.45
143,130723,658.8254839,157.91309,33,0.09813,802.5,52.16821386,849.45
144,130724,1312.697404,245.17646,29,0.09813,802.5,52.16821386,849.45
145,130725,339.8811468,198.98223,29,0.09813,802.5,52.16821386,849.45
146,130726,1280.852087,305.47495,35,0.09813,802.5,52.16821386,849.45
147,130727,1186.694668,204.13612,30,0.09813,802.5,52.16821386,849.45
148,130728,1549.930695,215.92182,32,0.09813,802.5,52.16821386,849.45
149,130730,1647.849007,280.28996,33,0.09813,802.5,52.16821386,849.45
150,130731,1781.786692,296.73114,36,0.09813,802.5,52.16821386,849.45
151,130732,755.8290392,296.01547,29,0.09813,802.5,52.16821386,849.45
152,130802,477.2616408,263.96446,31,0.09813,802.5,52.16821386,849.45
153,130803,2058.661497,268.89579,33,0.09813,802.5,52.16821386,849.45
154,130804,0,270.39408,33,0.09813,802.5,52.16821386,849.45
155,130821,2803.087575,298.53057,31,0.09813,802.5,52.16821386,849.45
156,130822,892.4771078,256.09881,55,0.09813,802.5,52.16821386,849.45
157,130824,1304.73495,267.85938,30,0.09813,802.5,52.16821386,849.45
158,130825,1778.626386,306.59962,30,0.09813,802.5,52.16821386,849.45
159,130826,1028.730569,294.14025,30,0.09813,802.5,52.16821386,849.45
160,130827,2591.734272,247.04069,29,0.09813,802.5,52.16821386,849.45
161,130828,2121.534289,297.78521,39,0.09813,802.5,52.16821386,849.45
162,130881,2550.454265,303.4981,29,0.09813,802.5,52.16821386,849.45
163,130902,350.7582631,303.4981,29,0.09813,802.5,52.16821386,849.45
164,130903,1520.712212,157.38667,29,0.09813,802.5,52.16821386,849.45
165,130921,3245.621908,185.29747,37,0.09813,802.5,52.16821386,849.45
166,130922,2447.840219,145.94667,30,0.09813,802.5,52.16821386,849.45
167,130923,6225.263119,199.41037,31,0.09813,802.5,52.16821386,849.45
168,130924,2633.207169,168.11889,29,0.09813,802.5,52.16821386,849.45
169,130925,3994.36875,141.32445,30,0.09813,802.5,52.16821386,849.45
170,130926,5872.559222,141.32445,29,0.09813,802.5,52.16821386,849.45
171,130927,6273.96895,190.37777,30,0.09813,802.5,52.16821386,849.45
172,130928,7534.806279,226.89335,30,0.09813,802.5,52.16821386,849.45
173,130929,3529.532954,182.23112,30,0.09813,802.5,52.16821386,849.45
174,130930,4999.870432,204.60074,29,0.09813,802.5,52.16821386,849.45
175,130981,4278.897031,204.60074,29,0.09813,802.5,52.16821386,849.45
176,130982,4317.943266,204.60074,29,0.09813,802.5,52.16821386,849.45
177,130983,1835.244725,204.60074,31,0.09813,802.5,52.16821386,849.45
178,130984,3746.48054,204.60074,29,0.09813,802.5,52.16821386,849.45
179,131002,0,166.26519,29,0.09813,802.5,52.16821386,849.45
180,131003,0,198.07185,29,0.09813,802.5,52.16821386,849.45
181,131022,3914.347025,181.59556,30,0.09813,802.5,52.16821386,849.45
182,131023,2314.762791,145.25333,29,0.09813,802.5,52.16821386,849.45
183,131024,2372.53525,189.66133,29,0.09813,802.5,52.16821386,849.45
184,131025,3540.25504,184.02224,29,0.09813,802.5,52.16821386,849.45
185,131026,3829.766766,184.02224,29,0.09813,802.5,52.16821386,849.45
186,131028,1269.438071,191.72112,29,0.09813,802.5,52.16821386,849.45
187,131081,3095.533503,170.50223,29,0.09813,802.5,52.16821386,849.45
188,131082,3289.425148,200.11333,29,0.09813,802.5,52.16821386,849.45
189,131102,4281.953869,200.11333,74,0.09813,802.5,52.16821386,849.45
190,131103,3942.131072,200.11333,57,0.09813,802.5,52.16821386,849.45
191,131121,6181.665417,205.92001,29,0.09813,802.5,52.16821386,849.45
192,131122,4984.525993,205.92001,30,0.09813,802.5,52.16821386,849.45
193,131123,6525.744963,205.92001,30,0.09813,802.5,52.16821386,849.45
194,131124,4426.878457,161.37333,29,0.09813,802.5,52.16821386,849.45
195,131125,6030.307437,161.37333,29,0.09813,802.5,52.16821386,849.45
196,131126,4993.498289,161.37333,29,0.09813,802.5,52.16821386,849.45
197,131127,7231.786857,161.37333,29,0.09813,802.5,52.16821386,849.45
198,131128,5593.769116,161.37333,29,0.09813,802.5,52.16821386,849.45
199,131182,6202.887432,161.37333,30,0.09813,802.5,52.16821386,849.45
722,320111,2093.529022,316.94438,29,0.763125,1150.5,811.1520579,1156.95
723,320113,12468.45257,291.89634,49,0.763125,1150.5,811.1520579,1156.95
724,320114,20051.3559,308.48455,49,0.763125,1150.5,811.1520579,1156.95
725,320115,2975.302566,334.28342,27,0.763125,1150.5,811.1520579,1156.95
726,320116,3943.003129,318.45859,27,0.763125,1150.5,811.1520579,1156.95
727,320117,3733.913493,348.25326,28,0.763125,1150.5,811.1520579,1156.95
728,320118,2592.699823,355.04445,28,0.763125,1150.5,811.1520579,1156.95
729,320205,1797.11901,383.39683,31,0.763125,1150.5,811.1520579,1156.95
730,320206,9431.337996,349.14699,31,0.763125,1150.5,811.1520579,1156.95
731,320211,20051.3559,375.85509,27,0.763125,1150.5,811.1520579,1156.95
734,320281,2578.68952,360.64793,28,0.763125,1150.5,811.1520579,1156.95
735,320282,4427.790036,387.73866,42,0.763125,1150.5,811.1520579,1156.95
738,320305,3352.953366,275.34171,27,0.763125,1150.5,811.1520579,1156.95
740,320312,5801.486382,269.99784,27,0.763125,1150.5,811.1520579,1156.95
741,320321,5248.883946,297.69037,46,0.763125,1150.5,811.1520579,1156.95
742,320322,7000.522377,256.05666,27,0.763125,1150.5,811.1520579,1156.95
743,320324,7576.867131,281.26903,27,0.763125,1150.5,811.1520579,1156.95
744,320381,6724.708808,285.40116,27,0.763125,1150.5,811.1520579,1156.95
745,320382,5816.120493,278.59557,27,0.763125,1150.5,811.1520579,1156.95
746,320402,20051.3559,340.48447,28,0.763125,1150.5,811.1520579,1156.95
747,320404,20051.3559,340.48447,28,0.763125,1150.5,811.1520579,1156.95
748,320411,4985.608113,285.97111,28,0.763125,1150.5,811.1520579,1156.95
749,320412,1459.214533,373.6168,28,0.763125,1150.5,811.1520579,1156.95
750,320413,4385.195497,361.68096,27,0.763125,1150.5,811.1520579,1156.95
751,320481,4805.768187,370.70083,31,0.763125,1150.5,811.1520579,1156.95
752,320505,20051.3559,372.65584,29,0.763125,1150.5,811.1520579,1156.95
753,320506,1131.558553,406.21831,29,0.763125,1150.5,811.1520579,1156.95
754,320507,8692.163042,406.21831,29,0.763125,1150.5,811.1520579,1156.95
756,320509,2907.322543,256.93779,27,0.763125,1150.5,811.1520579,1156.95
758,320581,3484.220095,417.65506,27,0.763125,1150.5,811.1520579,1156.95
759,320582,4710.173245,370.02815,30,0.763125,1150.5,811.1520579,1156.95
760,320583,3013.993401,370.02815,35,0.763125,1150.5,811.1520579,1156.95
761,320585,3142.527812,370.02815,28,0.763125,1150.5,811.1520579,1156.95
762,320602,8908.515854,370.02815,27,0.763125,1150.5,811.1520579,1156.95
763,320612,3163.962506,191.73328,27,0.763125,1150.5,811.1520579,1156.95
764,320623,5983.528797,371.9733,28,0.763125,1150.5,811.1520579,1156.95
765,320681,2821.817023,384.91558,31,0.763125,1150.5,811.1520579,1156.95
766,320682,5185.069036,384.91558,27,0.763125,1150.5,811.1520579,1156.95
767,320684,0,384.91558,28,0.763125,1150.5,811.1520579,1156.95
768,320685,6419.128068,384.91558,29,0.763125,1150.5,811.1520579,1156.95
769,320703,6819.981765,321.34094,43,0.763125,1150.5,811.1520579,1156.95
770,320706,92.23200813,340.69189,43,0.763125,1150.5,811.1520579,1156.95
771,320707,6484.100787,304.76156,27,0.763125,1150.5,811.1520579,1156.95
772,320722,7446.878252,279.96085,30,0.763125,1150.5,811.1520579,1156.95
773,320723,9279.028957,315.71223,29,0.763125,1150.5,811.1520579,1156.95
774,320724,10364.09444,315.71223,29,0.763125,1150.5,811.1520579,1156.95
775,320803,8741.411675,330.52742,27,0.763125,1150.5,811.1520579,1156.95
776,320804,7880.844617,304.3709,27,0.763125,1150.5,811.1520579,1156.95
777,320812,0,277.59335,27,0.763125,1150.5,811.1520579,1156.95
778,320813,9583.531126,277.59335,27,0.763125,1150.5,811.1520579,1156.95
779,320826,7775.617282,312.03677,27,0.763125,1150.5,811.1520579,1156.95
780,320830,8343.451235,310.51085,28,0.763125,1150.5,811.1520579,1156.95
781,320831,8340.085288,352.0978,28,0.763125,1150.5,811.1520579,1156.95
782,320902,1893.304825,352.0978,39,0.763125,1150.5,811.1520579,1156.95
783,320903,7574.324596,352.0978,39,0.763125,1150.5,811.1520579,1156.95
784,320904,3719.346357,449.26001,30,0.763125,1150.5,811.1520579,1156.95
785,320921,7363.53865,449.26001,30,0.763125,1150.5,811.1520579,1156.95
786,320922,6830.046825,449.26001,29,0.763125,1150.5,811.1520579,1156.95
787,320923,8911.973415,302.15853,28,0.763125,1150.5,811.1520579,1156.95
788,320924,5959.251021,451.21144,33,0.763125,1150.5,811.1520579,1156.95
789,320925,8102.028907,283.68891,28,0.763125,1150.5,811.1520579,1156.95
790,320981,4980.141406,283.68891,31,0.763125,1150.5,811.1520579,1156.95
791,321002,7853.77826,283.68891,29,0.763125,1150.5,811.1520579,1156.95
792,321003,4757.401929,308.5911,29,0.763125,1150.5,811.1520579,1156.95
793,321012,6499.11171,345.53037,30,0.763125,1150.5,811.1520579,1156.95
794,321023,9338.98316,345.53037,28,0.763125,1150.5,811.1520579,1156.95
795,321081,4235.618734,348.84572,27,0.763125,1150.5,811.1520579,1156.95
796,321084,7847.370493,348.84572,29,0.763125,1150.5,811.1520579,1156.95
797,321102,10946.82243,310.67343,27,0.763125,1150.5,811.1520579,1156.95
799,321112,4940.014669,335.79993,27,0.763125,1150.5,811.1520579,1156.95
800,321181,6491.208444,327.39201,27,0.763125,1150.5,811.1520579,1156.95
801,321182,5580.297715,327.39201,28,0.763125,1150.5,811.1520579,1156.95
802,321183,3248.324785,337.02081,32,0.763125,1150.5,811.1520579,1156.95
804,321203,8006.884856,337.02081,28,0.763125,1150.5,811.1520579,1156.95
805,321204,8230.203948,337.02081,27,0.763125,1150.5,811.1520579,1156.95
806,321281,7294.687541,337.02081,28,0.763125,1150.5,811.1520579,1156.95
807,321282,6650.988193,337.02081,31,0.763125,1150.5,811.1520579,1156.95
808,321283,7514.918606,337.02081,28,0.763125,1150.5,811.1520579,1156.95
809,321302,2486.555392,319.68445,27,0.763125,1150.5,811.1520579,1156.95
810,321311,5985.416369,308.48772,27,0.763125,1150.5,811.1520579,1156.95
811,321322,8364.182507,302.60148,27,0.763125,1150.5,811.1520579,1156.95
812,321323,8877.073559,303.28915,29,0.763125,1150.5,811.1520579,1156.95
813,321324,7365.195768,297.79863,30,0.763125,1150.5,811.1520579,1156.95
1095,360111,17386.93839,344.83223,86,0.173895,243,148.253665,301.95
1096,360112,6295.068894,343.17823,86,0.173895,243,148.253665,301.95
1097,360113,0,313.51049,86,0.173895,243,148.253665,301.95
1098,360121,7570.8518,342.29181,51,0.173895,243,148.253665,301.95
1099,360123,5634.586388,352.57799,45,0.173895,243,148.253665,301.95
1100,360124,5288.916794,353.67602,44,0.173895,243,148.253665,301.95
1101,360202,17306.32033,332.58256,44,0.173895,243,148.253665,301.95
1102,360203,17386.93839,393.39039,52,0.173895,243,148.253665,301.95
1103,360222,4881.522535,351.60775,52,0.173895,243,148.253665,301.95
1104,360281,5028.244777,353.52016,44,0.173895,243,148.253665,301.95
1105,360302,17386.93839,391.84659,51,0.173895,243,148.253665,301.95
1106,360313,8563.907995,371.35449,51,0.173895,243,148.253665,301.95
1107,360321,5817.539941,358.71154,46,0.173895,243,148.253665,301.95
1108,360322,6735.86801,388.85444,51,0.173895,243,148.253665,301.95
1109,360323,6066.449675,375.53809,51,0.173895,243,148.253665,301.95
1110,360402,10627.44884,344.31363,54,0.173895,243,148.253665,301.95
1112,360404,2253.996743,332.71764,65,0.173895,243,148.253665,301.95
1113,360423,2980.773644,375.33991,55,0.173895,243,148.253665,301.95
1114,360424,2826.642803,396.39955,54,0.173895,243,148.253665,301.95
1115,360425,3619.653219,337.30221,61,0.173895,243,148.253665,301.95
1116,360426,2444.787193,347.46879,45,0.173895,243,148.253665,301.95
1117,360428,4573.156459,335.75313,46,0.173895,243,148.253665,301.95
1118,360429,3292.354313,319.1183,47,0.173895,243,148.253665,301.95
1119,360430,2546.894636,338.70467,54,0.173895,243,148.253665,301.95
1120,360481,1943.548933,362.15223,44,0.173895,243,148.253665,301.95
1121,360482,4638.370899,320.30595,44,0.173895,243,148.253665,301.95
1122,360483,2612.813313,342.72014,44,0.173895,243,148.253665,301.95
1123,360502,5874.593073,361.0997,45,0.173895,243,148.253665,301.95
1124,360521,4330.57568,355.50564,45,0.173895,243,148.253665,301.95
1125,360602,17386.93839,345.21482,43,0.173895,243,148.253665,301.95
1126,360603,6626.552782,361.26279,42,0.173895,243,148.253665,301.95
1127,360681,5237.029023,376.30158,52,0.173895,243,148.253665,301.95
1128,360702,10424.39791,439.47262,46,0.173895,243,148.253665,301.95
1129,360703,4396.358976,478.27054,42,0.173895,243,148.253665,301.95
1130,360704,4537.141616,445.86854,56,0.173895,243,148.253665,301.95
1131,360722,3288.116561,529.22086,44,0.173895,243,148.253665,301.95
1132,360723,3124.28643,506.83667,50,0.173895,243,148.253665,301.95
1133,360724,4440.999827,478.12309,58,0.173895,243,148.253665,301.95
1134,360725,1942.632161,475.78102,51,0.173895,243,148.253665,301.95
1135,360726,3641.506342,588.5164,64,0.173895,243,148.253665,301.95
1136,360728,3987.843938,644.14948,42,0.173895,243,148.253665,301.95
1137,360729,3674.811271,661.72731,49,0.173895,243,148.253665,301.95
1138,360730,4896.697213,429.36477,45,0.173895,243,148.253665,301.95
1139,360731,3902.285031,445.13888,43,0.173895,243,148.253665,301.95
1140,360732,5047.781268,438.23032,44,0.173895,243,148.253665,301.95
1141,360733,4053.364291,540.82913,48,0.173895,243,148.253665,301.95
1142,360734,4050.502427,684.91174,59,0.173895,243,148.253665,301.95
1143,360735,3052.126298,444.60542,46,0.173895,243,148.253665,301.95
1144,360781,4159.528769,457.43087,46,0.173895,243,148.253665,301.95
1145,360783,0,629.57829,60,0.173895,243,148.253665,301.95
1146,360802,6597.599811,354.5736,46,0.173895,243,148.253665,301.95
1147,360803,5887.785964,384.11479,46,0.173895,243,148.253665,301.95
1148,360821,6242.975971,356.10272,46,0.173895,243,148.253665,301.95
1149,360822,6848.567679,377.36606,42,0.173895,243,148.253665,301.95
1150,360823,6177.573796,383.42584,47,0.173895,243,148.253665,301.95
1151,360824,7945.964007,359.95761,42,0.173895,243,148.253665,301.95
1152,360825,5443.885894,398.73352,47,0.173895,243,148.253665,301.95
1153,360826,7005.578817,380.92609,60,0.173895,243,148.253665,301.95
1154,360827,4589.463922,406.9607,60,0.173895,243,148.253665,301.95
1155,360828,5098.412535,394.41886,42,0.173895,243,148.253665,301.95
1156,360829,5144.231159,349.81115,60,0.173895,243,148.253665,301.95
1157,360830,5513.438354,346.01945,46,0.173895,243,148.253665,301.95
1158,360881,3763.110738,389.70038,88,0.173895,243,148.253665,301.95
1159,360902,7476.839973,385.37257,73,0.173895,243,148.253665,301.95
1160,360921,5457.431173,380.82211,74,0.173895,243,148.253665,301.95
1161,360922,6445.420282,380.68289,58,0.173895,243,148.253665,301.95
1162,360923,5896.147128,373.93119,47,0.173895,243,148.253665,301.95
1163,360924,5714.161404,369.59929,72,0.173895,243,148.253665,301.95
1164,360925,4656.714225,381.93608,73,0.173895,243,148.253665,301.95
1165,360926,3491.560966,405.92928,68,0.173895,243,148.253665,301.95
1166,360981,7714.035678,372.53491,57,0.173895,243,148.253665,301.95
1167,360982,8324.378474,329.96281,45,0.173895,243,148.253665,301.95
1168,360983,6469.153153,364.64549,50,0.173895,243,148.253665,301.95
1169,361002,1562.646039,379.97127,44,0.173895,243,148.253665,301.95
1170,361003,5954.708015,395.01733,42,0.173895,243,148.253665,301.95
1171,361021,6993.996423,371.14634,46,0.173895,243,148.253665,301.95
1172,361022,5323.548794,411.71256,57,0.173895,243,148.253665,301.95
1173,361023,4794.459511,433.1905,52,0.173895,243,148.253665,301.95
1174,361024,5340.07274,378.96804,43,0.173895,243,148.253665,301.95
1175,361025,4588.656874,386.48888,42,0.173895,243,148.253665,301.95
1176,361026,5868.373801,363.66076,46,0.173895,243,148.253665,301.95
1177,361027,5488.602826,370.7114,44,0.173895,243,148.253665,301.95
1178,361028,3164.831392,361.55386,50,0.173895,243,148.253665,301.95
1179,361030,3471.043308,438.46506,48,0.173895,243,148.253665,301.95
1180,361102,13960.46753,373.78194,51,0.173895,243,148.253665,301.95
1181,361103,5180.170359,407.69347,44,0.173895,243,148.253665,301.95
1182,361104,5021.049278,390.00465,51,0.173895,243,148.253665,301.95
1183,361123,5086.946572,388.7164,52,0.173895,243,148.253665,301.95
1184,361124,4137.112835,409.13342,85,0.173895,243,148.253665,301.95
1185,361125,4692.244433,340.18562,42,0.173895,243,148.253665,301.95
1186,361126,5493.555148,344.65748,44,0.173895,243,148.253665,301.95
1187,361127,7004.867265,366.86062,42,0.173895,243,148.253665,301.95
1188,361128,5676.912602,344.18187,54,0.173895,243,148.253665,301.95
1189,361129,6226.575766,334.68492,43,0.173895,243,148.253665,301.95
1190,361130,2880.963127,373.49132,84,0.173895,243,148.253665,301.95
1191,361181,3240.790204,366.66281,44,0.173895,243,148.253665,301.95
1945,460105,0,435.83907,55,-0.12243,563.25,217.3967667,610.2
1946,460106,0,493.02363,55,-0.12243,563.25,217.3967667,610.2
1947,460107,4900.942404,447.3474,55,-0.12243,563.25,217.3967667,610.2
1948,460108,0,446.84577,55,-0.12243,563.25,217.3967667,610.2
1949,460202,0,567.71055,139,-0.12243,563.25,217.3967667,610.2
1950,460203,0,626.93969,139,-0.12243,563.25,217.3967667,610.2
1951,460204,0,687.48964,139,-0.12243,563.25,217.3967667,610.2
1952,460205,0,499.63384,139,-0.12243,563.25,217.3967667,610.2
1955,460400,1048.665647,470.20491,41,-0.12243,563.25,217.3967667,610.2
1956,469001,2219.045369,722.74522,58,-0.12243,563.25,217.3967667,610.2
1957,469002,2617.475312,523.49073,55,-0.12243,563.25,217.3967667,610.2
1958,469005,1208.021821,449.00186,60,-0.12243,563.25,217.3967667,610.2
1959,469006,2101.913442,600.34576,68,-0.12243,563.25,217.3967667,610.2
1960,469007,1563.189934,671.35345,123,-0.12243,563.25,217.3967667,610.2
1961,469021,2136.153103,501.2262,67,-0.12243,563.25,217.3967667,610.2
1962,469022,2378.699336,501.04807,53,-0.12243,563.25,217.3967667,610.2
1963,469023,2745.68781,457.28747,57,-0.12243,563.25,217.3967667,610.2
1964,469024,1564.427935,422.72606,61,-0.12243,563.25,217.3967667,610.2
1965,469025,1408.905064,700.70789,132,-0.12243,563.25,217.3967667,610.2
1966,469026,622.1800683,700.32716,119,-0.12243,563.25,217.3967667,610.2
1967,469027,2024.057934,673.96435,142,-0.12243,563.25,217.3967667,610.2
1968,469028,1741.454203,633.86517,184,-0.12243,563.25,217.3967667,610.2
1969,469029,1750.251592,694.68593,109,-0.12243,563.25,217.3967667,610.2
1970,469030,1856.756135,672.32963,98,-0.12243,563.25,217.3967667,610.2
2280,530102,1970.889064,706.14191,170,0.07257,307.5,331.6981318,316.95
2281,530103,1459.513271,687.17574,103,0.07257,307.5,331.6981318,316.95
2282,530111,3167.234086,665.06104,170,0.07257,307.5,331.6981318,316.95
2283,530112,1198.19619,724.46013,170,0.07257,307.5,331.6981318,316.95
2284,530113,1846.613086,594.28967,91,0.07257,307.5,331.6981318,316.95
2285,530114,238.7943278,584.44287,82,0.07257,307.5,331.6981318,316.95
2286,530115,704.0661435,702.29397,82,0.07257,307.5,331.6981318,316.95
2287,530124,1806.037088,665.59279,97,0.07257,307.5,331.6981318,316.95
2288,530125,3011.99273,646.9469,88,0.07257,307.5,331.6981318,316.95
2289,530126,2874.177674,624.33127,84,0.07257,307.5,331.6981318,316.95
2290,530127,1798.525452,696.71345,103,0.07257,307.5,331.6981318,316.95
2291,530128,3763.620032,660.64136,124,0.07257,307.5,331.6981318,316.95
2292,530129,3739.869766,646.70521,97,0.07257,307.5,331.6981318,316.95
2293,530181,1081.830328,698.78205,92,0.07257,307.5,331.6981318,316.95
2294,530302,5116.393281,641.56289,81,0.07257,307.5,331.6981318,316.95
